url,phone,price_rating,name,address
www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=79b80f37af045f2d&signature=b25cb143be41e285d7a53b0bbfa273ccf9f9f7da70dc8f7984fcbe1bf1018005&slot=0,"
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>",Moozy’s Ice Cream & Yogurt Emporium,"2 Trapelo Rd, Belmont, MA 02478"
www.yelp.com/biz/piperi-mediterranean-grill-boston,"
        (617) 227-7471
    ","<span class=""business-attribute price-range"">$</span>",Piperi Mediterranean Grill,"One Beacon St, Boston, MA 02108"
www.yelp.com/biz/roast-beast-boston,"
        (617) 877-8690
    ","<span class=""business-attribute price-range"">$</span>",Roast Beast,"1080 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/o-ya-boston,"
        (617) 654-9900
    ","<span class=""business-attribute price-range"">$$$$</span>",O Ya,"9 East St Pl, Boston, MA 02111"
www.yelp.com/biz/neptune-oyster-boston,"
        (617) 742-3474
    ","<span class=""business-attribute price-range"">$$$</span>",Neptune Oyster,"63 Salem St, Boston, MA 02113"
www.yelp.com/biz/monicas-mercato-boston-3,"
        (617) 742-4101
    ","<span class=""business-attribute price-range"">$$</span>",Monica’s Mercato,"130 Salem St, Boston, MA 02113"
www.yelp.com/biz/sam-lagrassas-boston-3,"
        (617) 357-6861
    ","<span class=""business-attribute price-range"">$$</span>",Sam LaGrassa’s,"44 Province St, Boston, MA 02108"
www.yelp.com/biz/casa-razdora-boston,"
        (617) 338-6700
    ","<span class=""business-attribute price-range"">$</span>",Casa Razdora,"115 Water St, Boston, MA 02109"
www.yelp.com/biz/shawarma-falafel-boston,"
        (857) 265-3017
    ","<span class=""business-attribute price-range"">$</span>",Shawarma Falafel,"26 Province St, Boston, MA 02108"
www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=2288bcda0b255b14&signature=fbbe92c45b2a78d2f95d336882c51716b090cc5024157bc945f72f67ad409c8f&slot=0,"
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>",Moozy’s Ice Cream & Yogurt Emporium,"2 Trapelo Rd, Belmont, MA 02478"
www.yelp.com/biz/island-creek-oyster-bar-boston,"
        (617) 532-5300
    ","<span class=""business-attribute price-range"">$$$</span>",Island Creek Oyster Bar,"500 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/zo-boston,"
        (617) 901-6017
    ","<span class=""business-attribute price-range"">$</span>",Zo,"3 Center Plz, Boston, MA 02108"
www.yelp.com/biz/piperi-mediterranean-grill-boston,"
        (617) 227-7471
    ","<span class=""business-attribute price-range"">$</span>",Piperi Mediterranean Grill,"One Beacon St, Boston, MA 02108"
www.yelp.com/biz/roast-beast-boston,"
        (617) 877-8690
    ","<span class=""business-attribute price-range"">$</span>",Roast Beast,"1080 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/o-ya-boston,"
        (617) 654-9900
    ","<span class=""business-attribute price-range"">$$$$</span>",O Ya,"9 East St Pl, Boston, MA 02111"
www.yelp.com/biz/neptune-oyster-boston,"
        (617) 742-3474
    ","<span class=""business-attribute price-range"">$$$</span>",Neptune Oyster,"63 Salem St, Boston, MA 02113"
www.yelp.com/biz/monicas-mercato-boston-3,"
        (617) 742-4101
    ","<span class=""business-attribute price-range"">$$</span>",Monica’s Mercato,"130 Salem St, Boston, MA 02113"
www.yelp.com/biz/sam-lagrassas-boston-3,"
        (617) 357-6861
    ","<span class=""business-attribute price-range"">$$</span>",Sam LaGrassa’s,"44 Province St, Boston, MA 02108"
www.yelp.com/biz/casa-razdora-boston,"
        (617) 338-6700
    ","<span class=""business-attribute price-range"">$</span>",Casa Razdora,"115 Water St, Boston, MA 02109"
www.yelp.com/biz/shawarma-falafel-boston,"
        (857) 265-3017
    ","<span class=""business-attribute price-range"">$</span>",Shawarma Falafel,"26 Province St, Boston, MA 02108"
www.yelp.com/biz/island-creek-oyster-bar-boston,"
        (617) 532-5300
    ","<span class=""business-attribute price-range"">$$$</span>",Island Creek Oyster Bar,"500 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/zo-boston,"
        (617) 901-6017
    ","<span class=""business-attribute price-range"">$</span>",Zo,"3 Center Plz, Boston, MA 02108"
www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=54ea8e1716b26b8a&signature=7dd60dd4199deae839c35507aa8cb96faa9849bd71c361ee1c7a3978008a8d30&slot=0,"
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>",Moozy’s Ice Cream & Yogurt Emporium,"2 Trapelo Rd, Belmont, MA 02478"
www.yelp.com/biz/piperi-mediterranean-grill-boston,"
        (617) 227-7471
    ","<span class=""business-attribute price-range"">$</span>",Piperi Mediterranean Grill,"One Beacon St, Boston, MA 02108"
www.yelp.com/biz/roast-beast-boston,"
        (617) 877-8690
    ","<span class=""business-attribute price-range"">$</span>",Roast Beast,"1080 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/o-ya-boston,"
        (617) 654-9900
    ","<span class=""business-attribute price-range"">$$$$</span>",O Ya,"9 East St Pl, Boston, MA 02111"
www.yelp.com/biz/neptune-oyster-boston,"
        (617) 742-3474
    ","<span class=""business-attribute price-range"">$$$</span>",Neptune Oyster,"63 Salem St, Boston, MA 02113"
www.yelp.com/biz/monicas-mercato-boston-3,"
        (617) 742-4101
    ","<span class=""business-attribute price-range"">$$</span>",Monica’s Mercato,"130 Salem St, Boston, MA 02113"
www.yelp.com/biz/sam-lagrassas-boston-3,"
        (617) 357-6861
    ","<span class=""business-attribute price-range"">$$</span>",Sam LaGrassa’s,"44 Province St, Boston, MA 02108"
www.yelp.com/biz/casa-razdora-boston,"
        (617) 338-6700
    ","<span class=""business-attribute price-range"">$</span>",Casa Razdora,"115 Water St, Boston, MA 02109"
www.yelp.com/biz/shawarma-falafel-boston,"
        (857) 265-3017
    ","<span class=""business-attribute price-range"">$</span>",Shawarma Falafel,"26 Province St, Boston, MA 02108"
www.yelp.com/biz/island-creek-oyster-bar-boston,"
        (617) 532-5300
    ","<span class=""business-attribute price-range"">$$$</span>",Island Creek Oyster Bar,"500 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/zo-boston,"
        (617) 901-6017
    ","<span class=""business-attribute price-range"">$</span>",Zo,"3 Center Plz, Boston, MA 02108"
www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=d9e5f0987cfeecff&signature=47b24ace6e6099a330d6a663070c2720fed8587bb27ebf35bb9cfe6b796077b2&slot=0,"
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>",Moozy’s Ice Cream & Yogurt Emporium,"2 Trapelo Rd, Belmont, MA 02478"
www.yelp.com/biz/piperi-mediterranean-grill-boston,"
        (617) 227-7471
    ","<span class=""business-attribute price-range"">$</span>",Piperi Mediterranean Grill,"One Beacon St, Boston, MA 02108"
www.yelp.com/biz/roast-beast-boston,"
        (617) 877-8690
    ","<span class=""business-attribute price-range"">$</span>",Roast Beast,"1080 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/o-ya-boston,"
        (617) 654-9900
    ","<span class=""business-attribute price-range"">$$$$</span>",O Ya,"9 East St Pl, Boston, MA 02111"
www.yelp.com/biz/neptune-oyster-boston,"
        (617) 742-3474
    ","<span class=""business-attribute price-range"">$$$</span>",Neptune Oyster,"63 Salem St, Boston, MA 02113"
www.yelp.com/biz/monicas-mercato-boston-3,"
        (617) 742-4101
    ","<span class=""business-attribute price-range"">$$</span>",Monica’s Mercato,"130 Salem St, Boston, MA 02113"
www.yelp.com/biz/sam-lagrassas-boston-3,"
        (617) 357-6861
    ","<span class=""business-attribute price-range"">$$</span>",Sam LaGrassa’s,"44 Province St, Boston, MA 02108"
www.yelp.com/biz/casa-razdora-boston,"
        (617) 338-6700
    ","<span class=""business-attribute price-range"">$</span>",Casa Razdora,"115 Water St, Boston, MA 02109"
www.yelp.com/biz/shawarma-falafel-boston,"
        (857) 265-3017
    ","<span class=""business-attribute price-range"">$</span>",Shawarma Falafel,"26 Province St, Boston, MA 02108"
www.yelp.com/biz/island-creek-oyster-bar-boston,"
        (617) 532-5300
    ","<span class=""business-attribute price-range"">$$$</span>",Island Creek Oyster Bar,"500 Commonwealth Ave, Boston, MA 02215"
www.yelp.com/biz/zo-boston,"
        (617) 901-6017
    ","<span class=""business-attribute price-range"">$</span>",Zo,"3 Center Plz, Boston, MA 02108"
