"","url","phone","price_rating","name","address","Longitude","Latitude"
"1","www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=9c3e734aef00133a&signature=a9f1a4e220d0c462cdf7a9ba69cdd73671a14641b4fea8839c1d0124492a5f76&slot=0","
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>","Moozy’s Ice Cream & Yogurt Emporium","2 Trapelo Rd, Belmont, MA 02478",-71.1714134,42.3786324
"2","www.yelp.com/biz/barcelona-brookline-brookline-3","
        (617) 264-8900
    ","<span class=""business-attribute price-range"">$$$</span>","Barcelona Brookline","1700 Beacon St, Brookline, MA 02446",-71.1388157,42.3388267
"3","www.yelp.com/biz/the-capital-grille-boston","
        (617) 262-8900
    ","<span class=""business-attribute price-range"">$$$$</span>","The Capital Grille","900 Boylston St, Boston, MA 02115",-71.0836739,42.3481503
"4","www.yelp.com/biz/ko-pies-at-the-shipyard-boston","
        (617) 418-5234
    ","<span class=""business-attribute price-range"">$$</span>","KO Pies At the Shipyard","256 Marginal St, Boston, MA 02128",-71.0334794,42.3644235
"5","www.yelp.com/biz/the-glenville-stops-boston","
        (617) 903-3638
    ","<span class=""business-attribute price-range"">$$</span>","The Glenville Stops","87 Glenville Ave, Boston, MA 02134",-71.1350411,42.3495218
"6","www.yelp.com/biz/navy-yard-bistro-and-wine-bar-charlestown","
        (617) 242-0036
    ","<span class=""business-attribute price-range"">$$</span>","Navy Yard Bistro","1 6th St, Charlestown, MA 02129",-71.0546686,42.3748998
"7","www.yelp.com/biz/russell-house-tavern-cambridge","
        (617) 500-3055
    ","<span class=""business-attribute price-range"">$$</span>","Russell House Tavern","14 JFK St, Cambridge, MA 02138",-71.1193347,42.3731162
"8","www.yelp.com/biz/mr-dooleys-boston","
        (617) 338-5656
    ","<span class=""business-attribute price-range"">$$</span>","Mr. Dooley’s","77 Broad St, Boston, MA 02109",-71.0536578,42.357643
"9","www.yelp.com/biz/area-four-cambridge","
        (617) 758-4444
    ","<span class=""business-attribute price-range"">$$</span>","Area Four","500 Technology Sq, Cambridge, MA 02139",-71.0925821,42.3633824
"10","www.yelp.com/biz/flemings-prime-steakhouse-and-wine-bar-boston","
        (617) 292-0808
    ","<span class=""business-attribute price-range"">$$$</span>","Fleming’s Prime Steakhouse & Wine Bar","217 Stuart St, Boston, MA 02116",-71.0684977,42.3507543
"11","www.yelp.com/biz/mooo-restaurant-boston","
        (617) 670-2515
    ","<span class=""business-attribute price-range"">$$$$</span>","Mooo Restaurant","15 Beacon St, Boston, MA 02108",-71.0619665,42.3584016
"12","www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=7ae785bfc7074928&signature=fc275a562d2e224ec00616444592d00cfb353f3d9ad52306210a11f440daabef&slot=0","
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>","Moozy’s Ice Cream & Yogurt Emporium","2 Trapelo Rd, Belmont, MA 02478",-71.1714134,42.3786324
"13","www.yelp.com/biz/the-blarney-stone-dorchester","
        (617) 436-8223
    ","<span class=""business-attribute price-range"">$$</span>","The Blarney Stone","1505 Dorchester Ave, Dorchester, MA 02122",-71.0607069,42.299249
"14","www.yelp.com/biz/liquid-art-house-boston","
        (617) 457-8130
    ","<span class=""business-attribute price-range"">$$$</span>","Liquid Art House","100 Arlington St, Boston, MA 02116",-71.0695033,42.3499842
"15","www.yelp.com/biz/west-on-centre-west-roxbury","
        (617) 323-4199
    ","<span class=""business-attribute price-range"">$$</span>","West On Centre","1732 Centre St, West Roxbury, MA 02132",-71.1496115,42.2870834
"16","www.yelp.com/biz/green-dragon-tavern-boston","
        (617) 367-0055
    ","<span class=""business-attribute price-range"">$$</span>","Green Dragon Tavern","11 Marshall St, Boston, MA 02108",-71.056849,42.361468
"17","www.yelp.com/biz/pasta-beach-boston","
        (617) 439-6900
    ","<span class=""business-attribute price-range"">$$</span>","Pasta Beach","30 Rowes Wharf, Boston, MA 02110",-71.0502635,42.3568991
"18","www.yelp.com/biz/summer-shack-boston-3","
        (617) 867-9955
    ","<span class=""business-attribute price-range"">$$</span>","Summer Shack","50 Dalton St, Boston, MA 02115",-71.0856588,42.3470597
"19","www.yelp.com/biz/the-black-rose-boston","
        
    ","<span class=""business-attribute price-range"">$$</span>","The Black Rose","160 State St, Boston, MA 02109",-71.0537795,42.359437
"20","www.yelp.com/biz/grendels-den-restaurant-and-bar-cambridge","
        (617) 491-1160
    ","<span class=""business-attribute price-range"">$$</span>","Grendel’s Den Restaurant & Bar","89 Winthrop St, Cambridge, MA 02138",-71.1208398,42.3724617
"21","www.yelp.com/biz/back-bay-harrys-boston","
        (617) 424-6711
    ","<span class=""business-attribute price-range"">$$</span>","Back Bay Harry’s","142 Berkeley St, Boston, MA 02116",-71.0722817,42.3487138
