"","id","name","genres","group","n_edges","bio","top_track_id","top_track_name","top_track_preview_url","image"
"1","2Mu5NfyYm8n5iTomuKAEHl","Ms. Lauryn Hill","dance pop, hip hop, hip pop, indie r&b, neo soul, new jack swing, pop, pop christmas, pop rap, r&b, soul, southern hip hop, urban contemporary","initial",22," <a href=""https://www.last.fm/music/Ms.+Lauryn+Hill"">Read more on Last.fm</a>","2Uu8IiLkLY0UXhCHka4Dlr","Doo Wop (That Thing)","https://p.scdn.co/mp3-preview/e2d527c9652362bed26e25392e9456966f5eb620","https://i.scdn.co/image/500d9d449b4ad8e8158d5417de875438c16fd9da"
"2","2P3cjUru4H3fhSXXNxE9kA","Blackstreet","dance pop, hip pop, neo soul, new jack swing, pop rap, quiet storm, r&b, southern hip hop, urban contemporary","initial",25,"Blackstreet was an American R&B group founded in 1994 by Teddy Riley, a New Jack Swing pioneer known for his work as a member of Guy. The band members were: Teddy Riley, Chauncey Hannibal, Eric Williams, and Terrell Philips (and formerly Joe Stonestreet, Levi Little, David Hollister, and Mark Middleton). Their debut album, Blackstreet, was a moderate success due to the singles ""Booti Call"" and ""Before I Let You Go"", both Top 40 hits (""Before"" hit the Top 10). <a href=""https://www.last.fm/music/Blackstreet"">Read more on Last.fm</a>","6MdqqkQ8sSC0WB4i8PyRuQ","No Diggity","https://p.scdn.co/mp3-preview/01b14944164023b196586c043f714ee7f32dddb5","https://i.scdn.co/image/21917f2bcb326321796ef8a94ed1a14490fe5d53"
"3","6DPYiyq5kWVQS4RGwxzPC7","Dr. Dre","dirty south rap, g funk, gangster rap, hip hop, hip pop, pop rap, rap, southern hip hop, trap music, west coast rap","initial",21,"André Romelle Young (born February 18, 1965 in Los Angeles, California), better known by his stage name Dr. Dre, is an American record producer, rapper, actor and record executive. He is the founder and current CEO of Aftermath Entertainment and a former co-owner and artist of Death Row Records, also having produced albums for and overseeing the careers of many rappers signed to those record labels. As a producer he is credited as a key figure in the popularization of West Coast G-funk <a href=""https://www.last.fm/music/Dr.+Dre"">Read more on Last.fm</a>","4LwU4Vp6od3Sb08CsP99GC","The Next Episode","https://p.scdn.co/mp3-preview/d13701c108a95e18f2503fd53211690b4088e871","https://i.scdn.co/image/8b65955214e0a44e5e9b6b6aecf80de71b209862"
"4","0VbIlorLz3I5SEtIsc5vAr","Queen Pen","hip pop, new jack swing","initial",21,"Queen Pen (born Lynise Walters in 1973 in Brooklyn, New York), is an American female rapper.

Walters' music career started with help from Teddy Riley, music producer and member of the R&B group Blackstreet in the mid 1990s. She was a featured rapper, along with Dr. Dre, on Blackstreet's 1996 hit, ""No Diggity"". Her biggest hit as a lead rapper was ""Party Ain’t A Party"" (featuring Lost Boyz) from her debut album. She also gained notice from her song ""Girlfriend"" (featuring Me'Shell NdegeOcello), where she explored same-sex affairs. <a href=""https://www.last.fm/music/Queen+Pen"">Read more on Last.fm</a>","3plNsz0KQaJjtW75gYTMEn","Party Ain't A Party","https://p.scdn.co/mp3-preview/2b40a07c73d54e3f71964b2c1b820fadc6de296d","https://i.scdn.co/image/1cfb64008f4c1308fac4381b262a153d5c944ee3"
"5","23zg3TcAtWQy7J6upgbUnj","Usher","dance pop, pop, pop christmas, pop rap, r&b, rap, southern hip hop, urban contemporary","initial",20,"Usher Raymond IV (born October 14, 1978 in Chattanooga, Tennessee), known simply as Usher, is a Grammy Award winning American R&B singer-songwriter, producer and actor. He rose to fame in the late 90s, releasing the multi-platinum albums My Way and 8701. His success continued with the release of his 2004 album, Confessions, which has sold over 20 million copies worldwide, and earned Usher four American Music Awards and eight Grammy nominations. To date, he has sold approximately 40 million albums worldwide and has won five Grammy Awards. <a href=""https://www.last.fm/music/Usher"">Read more on Last.fm</a>","5is2KiI0FDPLPLRq9hFybw","No Limit","https://p.scdn.co/mp3-preview/0a5803c444446d458c6e9fd0946ce4b7c7cfebf9","https://i.scdn.co/image/f969733830abcd43c7c6289efc5ce8841753d3a7"
"6","7r8RF1tN2A4CiGEplkp1oP","Ginuwine","dance pop, hip pop, neo soul, new jack swing, pop christmas, quiet storm, r&b, soul christmas, urban contemporary","initial",27,"Elgin Baylor Lumpkin better known by his stage name Ginuwine is an American singer and performer. Signed to Epic Records since the mid-1990s, Ginuwine has released a number of multi-platinum and platinum-selling albums and singles, becoming one of R&B's top artists during the 1990s heyday of hip-hop soul.

Ginuwine can be spotted in one of Jodeci's videos. There, he met rapper Missy Elliott and producer ""Timbaland"", who became his main collaborators through the 1990s. <a href=""https://www.last.fm/music/Ginuwine"">Read more on Last.fm</a>","6mz1fBdKATx6qP4oP1I65G","Pony","https://p.scdn.co/mp3-preview/3ea8fa99dbd05e210739f960065718fb9ca0bdfd","https://i.scdn.co/image/92c562bd9618c0d00872cfc163f0b4d44fbe5259"
"7","2zFZiWQJFFshzojycnXoTL","Bell Biv DeVoe","boy band, hip pop, new jack swing, quiet storm, r&b, urban contemporary","initial",31,"Bell Biv DeVoe is a successful spin off group of New Edition that consisted of three previous members, Ricky Bell (also known as Slick), Michael Bivins (also known as Biv), and Ronnie DeVoe (also known as R.D.). Bell Biv DeVoe began to take shape in the late '80s, but not until completing the tour in support of Heart Break did the threesome decide to make the break from New Edition official. At the suggestion of producers Jimmy Jam and Terry Lewis, they chose to chart their own course. <a href=""https://www.last.fm/music/Bell+Biv+DeVoe"">Read more on Last.fm</a>","6m59VvDUi0UQsB2eZ9wVbH","Poison","https://p.scdn.co/mp3-preview/fe743c1e5a9533c71c10570a6cbe4058ce666897","https://i.scdn.co/image/4ef2a0a997c2be2291218e8081d41c9f7d90e90d"
"8","05oH07COxkXKIMt6mIPRee","Brandy","dance pop, hip pop, neo soul, new jack swing, pop, pop rap, quiet storm, r&b, soul, urban contemporary","initial",26,"There are at least three artists with this name:
1. A popular American R&B singer
2. A Romanian hardcore manele artist
3. An O2Jam composer

1. Brandy Rayana Norwood (born February 11, 1979 in McComb, Mississippi), known professionally as Brandy, is an American rnb singer-songwriter, record producer, actress, television entertainer, film producer and as of 2010 rapper, Bran'Nu.

The RIAA ranks Norwood as one of the best-selling female artists in American music history, having sold over 8. <a href=""https://www.last.fm/music/Brandy"">Read more on Last.fm</a>","6sHsXIJoEN5JpdkGMQDJxt","The Boy Is Mine","https://p.scdn.co/mp3-preview/2088d99205c4e8386d3de07cb6ce257caa430766","https://i.scdn.co/image/563ff562652c4cb8d8a33ff7e456a724898fa7e5"
"9","5m7wCUhYhBh7A3A3YMxrbt","Queen Latifah","east coast hip hop, hardcore hip hop, hip hop, hip pop, hollywood, neo soul, new jack swing, r&b, rap, urban contemporary","initial",22,"Famed rapper, singer, model and actress Dana Elaine Owens, better known by her stage name Queen Latifah, was born on March 18, 1970, in Newark, New Jersey. Her debut album All Hail to the Queen sold more than 1 million copies, and the single U.N.I.T.Y. earned Latifah her first Grammy Award. Latifah has also garnered acclaim for acting; she earned her first Oscar nomination (best supporting actress) for her performance in the blockbuster musical Chicago. <a href=""https://www.last.fm/music/Queen+Latifah"">Read more on Last.fm</a>","3mmbJnh1L94Zl8QZcUTq39","U.N.I.T.Y.","https://p.scdn.co/mp3-preview/95f14e5221bccbd15b24a5080879cd6d79d7557a","https://i.scdn.co/image/c78962dfa58a31c281b0e88174fbb5df7ba31eb2"
"10","6kL8ioxe4mWK945hvcHLkS","Yo-Yo","gangster rap, hip pop","initial",23,"Yo-Yo (born Yolanda Whitaker) has been among the most sophisticated and unpredictable female rappers around. She doesn't take an overtly feminist tack but urges young women to show sexual restraint and use their minds as well as their bodies. Yo-Yo came out less embracing and more confrontational on You Better Ask Somebody, her 1993 album. There was little compromise in her rapping, or the record's mood. Where before she'd sometimes seemed conciliatory, this time she was stark and combative, particularly in her demands for respect. <a href=""https://www.last.fm/music/Yo-Yo"">Read more on Last.fm</a>","7yFVwzeawvaoysd2fyCR8t","You Can't Play With My Yo-Yo (feat. Ice Cube)","https://p.scdn.co/mp3-preview/2647993c85e96c2b1ba98417f982aca8ed812873","https://i.scdn.co/image/e0628584f82d74a82b0e11c9e3fac3eae08141f5"
"11","2ZbWlThDW0qSbI3hinpl0w","MC Lyte","east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, old school hip hop, rap","initial",25,"MC Lyte (born Lana Michele Moorer on October 11, 1971 in Brooklyn, New York) is a female rap artist. She was the first female rapper commonly acknowledged to be as hard as the men: she loves to curse, and she's got that fierce working-class Brooklyn voice and no-nonsense demeanor. But she's also written some of the most fearlessly honest and introspective lyrics in modern music. Also, the first rapper ever to perform in Carnegie Hall and the Arsenio Hall show. <a href=""https://www.last.fm/music/MC+Lyte"">Read more on Last.fm</a>","1iVdwLsbPsKnqUoZOWlEqv","Cold Rock A Party","https://p.scdn.co/mp3-preview/adc485a5355218fd1551ca68299558906a487fde","https://i.scdn.co/image/08d4b66f1cb282edd5999c0ce735316eff8bcaa9"
"12","0TImkz4nPqjegtVSMZnMRq","TLC","dance pop, hip pop, neo soul, new jack swing, pop, pop christmas, pop rap, r&b, soul christmas, urban contemporary","initial",25,"TLC is an R&B group which was originally formed in 1990 in Atlanta, Georgia, United States. For most of their career, the group consisted of singers Tionne ""T-Boz"" Watkins and Rozanda ""Chili"" Thomas, and rapper/songwriter Lisa ""Left-Eye"" Lopes. The group disbanded in 2003, following Lopes' death the previous year, but reunited as a duo in 2008.The group has released four studio albums - ""Ooooooohhh... On the TLC Tip"" (1992), ""CrazySexyCool"" (1994) <a href=""https://www.last.fm/music/TLC"">Read more on Last.fm</a>","1KGi9sZVMeszgZOWivFpxs","No Scrubs","https://p.scdn.co/mp3-preview/69daa711bddd8fe7aa9acf17106ca85cf1ccfa14","https://i.scdn.co/image/820b29ccd8069b1a400e72d3c3dfef90433b97a4"
"13","296LotOmbj7eOX7r9l46fK","Soul For Real","hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary","initial",28,"An R&B quartet comprised of the four Dalyrimple brothers -- Brian, Chris, Dre, and Jason -- Soul for Real [+] formed in 1992, though the siblings had spent many hours singing in their church choir. Signed to Uptown Records, Soul for Real [+] debuted in early 1995 with Candy Rain [+]; by the end of the year, the album had gone platinum and reached number 23 on the album charts. After touring both America and overseas, the group worked with producers Heavy D. <a href=""https://www.last.fm/music/Soul+for+Real"">Read more on Last.fm</a>","4j1Bk0BEIGCF9hR7cSwl9d","Candy Rain","https://p.scdn.co/mp3-preview/fd40bd9a528bf52ec42dd2b687eb14e80d8f6929","https://i.scdn.co/image/77839b8d2c5582eee481bea5b846d6bd18e31338"
"14","1urjDGTd4iBze91Z1W1gu7","Total","hip pop, new jack swing, r&b, urban contemporary","initial",21,"Total may refer to multiple acts:

1. Total is a British experimental/noise project formed in 1984 by Matthew Bower after the break up of Pure. Originally industrial oriented, Bower received occasional help from members of Ramleh and Ake. But towards the later 1980's the sound became more guitar oriented, and a group was formed which was name Skullflower, which ended Total. In the early 1990's, Matthew brought back the Total name to release his solo music aside from Skullflower. <a href=""https://www.last.fm/music/Total"">Read more on Last.fm</a>","174UISK3l7VRbigEHxEev7","Can't You See (feat. The Notorious B.I.G.)","https://p.scdn.co/mp3-preview/7df9ff5cbc8d0bed26a872a29c1b1275c7db8865","https://i.scdn.co/image/c82a76c8b0c2b8fbbb14cc3833076265cf36ea67"
"15","7urq0VfqxEYEEiZUkebXT4","112","dance pop, hip pop, neo soul, new jack swing, r&b, urban contemporary","initial",23,"112 (pronounced ""One-TWELVE"") is an American R&B quartet from Atlanta, Georgia. They are best known for hit singles such as ""Anywhere"" and ""Dance With Me"", and for winning a Grammy for their collaboration ""I'll Be Missing You"" with Puff Daddy and Faith Evans. Formerly artists for Sean ""P. Diddy"" Combs' Bad Boy Records, the group left Bad Boy and signed to the Def Soul roster in the early 2000s.

The groups is made up of members Daron Tavaris Jones <a href=""https://www.last.fm/music/112"">Read more on Last.fm</a>","3kVIFDE3G89I2RPVkiRaRj","Cupid","https://p.scdn.co/mp3-preview/2cc538f8d54cff26d54524bd24d17c5513fd9560","https://i.scdn.co/image/7c1bc55302710bb4e426aa9581a0b87296dadfd8"
