numLikes,location,image_urls,numComments,Class 1,Class 2,Class 3,Class 4,Class 5,score 1,score 2,score 3,score 4,score 5,Object 1,Object 2,Object 3,Object 4,Object 5,Prob 1,Prob 2,Prob 3,Prob 4,Prob 5
748389,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12357718_187680178248449_1918040320_n.jpg?ig_cache_key=MTE0NzE4MzU0NjY0NjIwMTM5Mw%3D%3D.2,6530,stole,"feather boa, boa","bonnet, poke bonnet",fur coat,"wool, woolen, woollen",0.145355821,0.123389944,0.116747685,0.078435421,0.038211137,people,portrait,lid,woman,adult,0.9886508,0.97725546,0.9636989,0.95733285,0.9532594
915010,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12357565_1691540251058930_739176489_n.jpg?ig_cache_key=MTE0NjYyMjg3NjY0OTMyNjU0Mg%3D%3D.2,4970,"bannister, banister, balustrade, balusters, handrail",paintbrush,"mobile home, manufactured home","cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM","prison, prison house",0.266926885,0.02365361,0.022582993,0.02152033,0.019946098,people,wall,room,street,step,0.9769577,0.96841663,0.9665333,0.9527242,0.94969976
719722,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12354003_113780115663193_660388580_n.jpg?ig_cache_key=MTE0NjQ0MzE5MzY1NTgyMjEyOQ%3D%3D.2,3119,"African grey, African gray, Psittacus erithacus","sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",hen,rotisserie,"swab, swob, mop",0.277318537,0.133695066,0.034074135,0.017628387,0.015485765,bird,no person,pigeon,people,one,0.99564475,0.9923222,0.9642459,0.96333206,0.9588417
898913,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12317404_107129612995829_1539874644_n.jpg?ig_cache_key=MTE0NTcxNjc0OTkwMDI1MjQ3Ng%3D%3D.2,10807,wig,Mexican hairless,mask,"bonnet, poke bonnet",Chihuahua,0.735124469,0.034640491,0.016972896,0.009764619,0.008069421,Christmas,celebration,winter,gift,christmas tree,0.9997265,0.9989518,0.99695605,0.97538006,0.95933735
660266,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12338739_187445258271191_625472494_n.jpg?ig_cache_key=MTE0NTE5ODEzNDE0Mjc2NDE3Nw%3D%3D.2,3189,"web site, website, internet site, site",comic book,"book jacket, dust cover, dust jacket, dust wrapper",fountain,"spotlight, spot",0.282111108,0.148559704,0.128851309,0.040491913,0.037168738,business,evening,sky,design,city,0.95592797,0.9427632,0.91931427,0.9153615,0.9115782
742060,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12353389_1662591530678468_436358437_n.jpg?ig_cache_key=MTE0NTAwMDAyODg0MzM0NTA5OQ%3D%3D.2,3424,basketball,"unicycle, monocycle","cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM","punching bag, punch bag, punching ball, punchball","racket, racquet",0.151661813,0.116053648,0.081745215,0.069029063,0.06251651,skateboard,competition,action,motion,people,0.9963229,0.99333346,0.98993516,0.9867089,0.98464656
696751,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12356477_1510688559261429_265448292_n.jpg?ig_cache_key=MTE0NDQ1NzYwMTM2NzczODE2NA%3D%3D.2,3987,"unicycle, monocycle",stage,library,mortarboard,military uniform,0.371773571,0.151264533,0.041553777,0.025412615,0.011046557,people,many,crowd,religion,woman,0.9886202,0.9751267,0.9553643,0.9516679,0.93987936
908351,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12331810_1014720725218040_139020770_n.jpg?ig_cache_key=MTE0NDI2OTIwMTI3NjczMjUyNg%3D%3D.2,3894,"groom, bridegroom","lab coat, laboratory coat",maypole,"valley, vale",alp,0.338402987,0.097310439,0.052828539,0.036516987,0.027405519,wedding,veil,bride,cropland,people,0.996387,0.99614,0.99154323,0.97167575,0.96761286
785913,,https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12339047_1498552007113065_262297322_n.jpg?ig_cache_key=MTE0MzU0ODM0OTMyNTMxMzIxMw%3D%3D.2,5576,"teddy, teddy bear",beaver,toyshop,otter,mink,0.639747143,0.108310528,0.022610588,0.010234426,0.009361086,mammal,no person,people,one,two,0.9957076,0.9913459,0.9878217,0.9788095,0.96202457
926963,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12353874_1504963899833015_61942201_n.jpg?ig_cache_key=MTE0MjI4MjA4MTMwNTY5MTM3NA%3D%3D.2,5008,airliner,wing,space shuttle,"warplane, military plane","projectile, missile",0.415923178,0.162561893,0.063865013,0.041674804,0.040359203,silhouette,backlit,airplane,aircraft,no person,0.99265504,0.9925611,0.9920044,0.9910811,0.9904871
989669,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.134.1080.1080/12357696_1075049429180164_670078623_n.jpg?ig_cache_key=MTE0MTU3NTk2MjI0MTMzNjMyOQ%3D%3D.2.c,10235,"gasmask, respirator, gas helmet",oxygen mask,mask,ski mask,"electric fan, blower",0.738555849,0.056128062,0.025641721,0.005834133,0.003355118,people,man,one,safety,adult,0.9842884,0.98255336,0.97267723,0.9497025,0.94826996
715057,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12345687_1515389892122281_1455421630_n.jpg?ig_cache_key=MTE0MTM4MDE2NDc3MzgwNzg4MA%3D%3D.2,3252,"jersey, T-shirt, tee shirt","handkerchief, hankie, hanky, hankey","lighter, light, igniter, ignitor",matchstick,tray,0.204725966,0.045969605,0.04035392,0.036964342,0.027617125,illustration,chalk out,symbol,monochrome,people,0.9755143,0.9649161,0.94891226,0.9395175,0.9387352
1155961,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c135.0.810.810/12346184_768936303212293_240828462_n.jpg?ig_cache_key=MTE0MDgzNjA2NTg4NDgzMzUwNg%3D%3D.2.c,9665,fountain,totem pole,"warplane, military plane",pinwheel,"radio telescope, radio reflector",0.060198486,0.03683383,0.024303252,0.023785478,0.018448921,people,group,competition,military,many,0.98986137,0.9734209,0.9541131,0.9450428,0.9429523
1009543,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12357853_922741127775414_322081938_n.jpg?ig_cache_key=MTE0MDY0MzQ4MjI0NDAyNDA5MA%3D%3D.2,11789,Egyptian cat,"tabby, tabby cat",fur coat,"Siamese cat, Siamese",tiger cat,0.181950912,0.145238951,0.034394108,0.025266211,0.019927038,cute,fur,animal,mammal,downy,0.9853705,0.9849225,0.97367406,0.96790516,0.9547844
654556,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12346101_1658159174471523_1511879495_n.jpg?ig_cache_key=MTE0MDEwNzg5MDI1MDgxMTI4MQ%3D%3D.2,3150,"web site, website, internet site, site",West Highland white terrier,toyshop,"perfume, essence",comic book,0.073641047,0.053759433,0.050686531,0.049768846,0.020698434,people,art,street,woman,old,0.9781742,0.9093338,0.892581,0.8925301,0.88498104
738601,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12292783_1531502807166409_2015494020_n.jpg?ig_cache_key=MTEzOTg1MTU2NzUwODU1NDc1NA%3D%3D.2,4534,croquet ball,volleyball,maypole,soccer ball,"pool table, billiard table, snooker table",0.717852712,0.007496668,0.006181346,0.00614168,0.006113099,people,competition,motion,adult,woman,0.9818083,0.97625184,0.9546102,0.951113,0.94835436
1061060,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12338757_971706906236008_230656547_n.jpg?ig_cache_key=MTEzOTM3ODQzMjYwMjYwNTU1Nw%3D%3D.2,6661,sorrel,"orangutan, orang, orangutang, Pongo pygmaeus","horse cart, horse-cart","Afghan hound, Afghan",Rhodesian ridgeback,0.945763052,0.004188635,0.001804305,0.001741654,0.001555341,cavalry,seated,mammal,one,people,0.99860203,0.9952084,0.99288523,0.99283254,0.9904885
950356,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12362145_457326941130123_204945960_n.jpg?ig_cache_key=MTEzODY1NTgzNzgwODgyMjI1OQ%3D%3D.2,5887,comic book,"book jacket, dust cover, dust jacket, dust wrapper",envelope,cup,shower curtain,0.312912792,0.051484112,0.02029831,0.015336993,0.013755619,illustration,chalk out,art,graphic,design,0.98692745,0.97730654,0.9772184,0.96070486,0.9425453
782876,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12328322_628219187320966_2119986313_n.jpg?ig_cache_key=MTEzODUwNTU5NDc4NjA4ODA2MA%3D%3D.2,4116,kimono,"balance beam, beam",pole,"swab, swob, mop",apron,0.28711912,0.058785617,0.041749239,0.036612399,0.028381696,people,adult,woman,one,man,0.99214053,0.9829896,0.9767898,0.9599364,0.9509579
690876,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12362575_980060902050158_116624099_n.jpg?ig_cache_key=MTEzNzk2MjEzODk0MjYzNzIwOQ%3D%3D.2,4491,jigsaw puzzle,"prayer rug, prayer mat",envelope,"doormat, welcome mat",honeycomb,0.720574439,0.089690536,0.018373253,0.015680922,0.006463775,rug,pattern,people,woman,fashion,0.95933455,0.9337565,0.9330219,0.9320873,0.92145234
1017404,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12357285_542059579287182_1364035962_n.jpg?ig_cache_key=MTEzNzc1MjYzODI4OTY3NTQzMQ%3D%3D.2,5997,"valley, vale","lakeside, lakeshore",alp,"dam, dike, dyke",castle,0.813530564,0.107397757,0.029334394,0.002573082,0.002229875,mountain,no person,snow,landscape,travel,0.990605,0.9897064,0.98965883,0.9876658,0.9871851
575673,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.100.800.800/12237121_776981605781440_759344727_n.jpg?ig_cache_key=MTEzNzIwOTk5MjQwODI3MDQxOQ%3D%3D.2.c,4756,"book jacket, dust cover, dust jacket, dust wrapper","jersey, T-shirt, tee shirt","bikini, two-piece","sunscreen, sunblock, sun blocker",lotion,0.090743765,0.054386139,0.032467891,0.027618321,0.024574928,people,portrait,one,adult,facial expression,0.9951488,0.98909104,0.9727656,0.96745217,0.9589063
778246,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.135.1080.1080/12224638_191723294505079_1017363487_n.jpg?ig_cache_key=MTEzNzA0MzA2ODg5ODU3NTUzNA%3D%3D.2.c,5319,"clumber, clumber spaniel",kuvasz,"cocker spaniel, English cocker spaniel, cocker","borzoi, Russian wolfhound",Great Pyrenees,0.224043354,0.110526688,0.06368126,0.06073495,0.040906619,dog,grass,pet,canine,people,0.99703556,0.9920931,0.98661745,0.9825009,0.97311985
708052,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12331647_922177407819305_1777084587_n.jpg?ig_cache_key=MTEzNjUwNDc4MDQwNDA5ODUwNg%3D%3D.2,4044,"coil, spiral, volute, whorl, helix","spotlight, spot","spider web, spider's web","lampshade, lamp shade","traffic light, traffic signal, stoplight",0.271486729,0.262180984,0.058519229,0.047935497,0.036654763,abstract,insubstantial,background,design,wallpaper,0.99787116,0.9937471,0.99221164,0.987059,0.9844178
764952,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12331730_1498831377112898_1888758591_n.jpg?ig_cache_key=MTEzNjMwMDI2ODc1ODMwNDE0Mw%3D%3D.2,8060,"saltshaker, salt shaker",toyshop,soap dispenser,"teddy, teddy bear","piggy bank, penny bank",0.348366439,0.089487098,0.060728025,0.053170141,0.021987576,no person,apple,motley,people,fun,0.98941886,0.95583624,0.9338879,0.91562235,0.89421326
803473,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12298959_1175207409173424_1828775349_n.jpg?ig_cache_key=MTEzNTc2MTU3NDc3NTI5MzA5OA%3D%3D.2,3837,plastic bag,alp,"promontory, headland, head, foreland","seashore, coast, seacoast, sea-coast","valley, vale",0.280984163,0.106430799,0.03600705,0.024827691,0.02348857,iceberg,ice,snow,frosty,water,0.9995089,0.99867225,0.9986526,0.9973966,0.9961404
674207,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12299005_1707180096167730_190716742_n.jpg?ig_cache_key=MTEzNTAzMTg2Nzk1MTg3NTg5Mw%3D%3D.2,3995,guillotine,comic book,"gong, tam-tam","web site, website, internet site, site",bow,0.159035236,0.106076479,0.042933498,0.036753129,0.031923618,people,exhibition,indoors,landscape,museum,0.9685651,0.9589257,0.91818416,0.9031061,0.896399
739547,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12353251_438607916328717_1238459481_n.jpg?ig_cache_key=MTEzNDg2MjYxMzQ0OTM0NDA5Mg%3D%3D.2,4721,"breastplate, aegis, egis",bow,comic book,cuirass,overskirt,0.577984512,0.061214618,0.061113648,0.058615774,0.019698137,portrait,adult,girl,wear,woman,0.99289846,0.99222445,0.9906741,0.9901513,0.9883877
633683,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.135.1080.1080/12357422_532949433531767_1389732198_n.jpg?ig_cache_key=MTEzNDMxMTQzMzkyOTI5NTg2MA%3D%3D.2.c,3975,"bakery, bakeshop, bakehouse","hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",potpie,dough,cheeseburger,0.421600759,0.090851113,0.056782402,0.030321272,0.023760591,food,refreshment,delicious,no person,meal,0.983523,0.9681745,0.96209395,0.96100044,0.9573368
630555,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12328324_1677298029180304_1378608265_n.jpg?ig_cache_key=MTEzMzU4NTcxNDYxMzkxMzA0OA%3D%3D.2,2989,maypole,"bonnet, poke bonnet","bathing cap, swimming cap",gown,"flute, transverse flute",0.20350261,0.139654502,0.08880914,0.04353651,0.024870239,carnival,shopping,festival,city,public show,0.98098695,0.9779927,0.9777853,0.9702923,0.96546876
780860,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12301315_1660518827551758_1574271747_n.jpg?ig_cache_key=MTEzMjg4MjM5MzcxMjM2MjgwMg%3D%3D.2,3209,"handkerchief, hankie, hanky, hankey",shower curtain,paper towel,mosquito net,"unicycle, monocycle",0.145287186,0.074602082,0.059725873,0.049819291,0.01843304,paper,travel,people,painting,map,0.97119343,0.97083676,0.965351,0.960689,0.96057534
749493,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c108.0.864.864/12345705_978049338935495_1269015971_n.jpg?ig_cache_key=MTEzMjY4MzA0MDY0MTA1ODcwMg%3D%3D.2.c,7541,"rubber eraser, rubber, pencil eraser","bakery, bakeshop, bakehouse","ocarina, sweet potato",mask,dough,0.155081749,0.079039998,0.054877084,0.045215778,0.036838919,sugar,no person,candy,sweet,Christmas,0.99338496,0.99272263,0.98727787,0.9827056,0.9825902
712895,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.135.1080.1080/12298860_1114066765290711_1788794648_n.jpg?ig_cache_key=MTEzMjEzNzE4Mzc0MzExNzE2NA%3D%3D.2.c,3313,"traffic light, traffic signal, stoplight","greenhouse, nursery, glasshouse","church, church building",triumphal arch,mosque,0.82231015,0.028906254,0.010218747,0.006962366,0.006943809,light,travel,city,illuminated,street,0.98741615,0.98248625,0.9778501,0.9750849,0.9728814
897668,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.117.938.938/12331530_1527787740870322_1459688584_n.jpg?ig_cache_key=MTEzMTk1Nzg4NzkyNTgxNDM0Nw%3D%3D.2.c,6611,"lab coat, laboratory coat","bow tie, bow-tie, bowtie",trench coat,military uniform,crash helmet,0.201566979,0.06273704,0.062442183,0.056999173,0.050865933,people,portrait,one,wear,lid,0.9981375,0.9967854,0.99501455,0.98591745,0.96925
625856,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12331618_1659130787660466_301170567_n.jpg?ig_cache_key=MTEzMTUyMzE2NDI0NjE4MTUyMQ%3D%3D.2,5040,jigsaw puzzle,tray,"brassiere, bra, bandeau",bib,pillow,0.223723203,0.072329327,0.036461391,0.035557527,0.029158408,people,love,child,illustration,woman,0.9938749,0.9822391,0.9812456,0.9793049,0.9763771
739708,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12256619_557493061074533_1781988780_n.jpg?ig_cache_key=MTEzMTQzOTEzMzAwOTcwODgyNA%3D%3D.2,3897,"perfume, essence",tray,face powder,envelope,"binder, ring-binder",0.484035313,0.051167872,0.032389294,0.031160465,0.016327992,literature,love,heart,library,book bindings,0.9974054,0.9954642,0.99246716,0.99119645,0.9892128
714732,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12346036_429844940539860_1636882460_n.jpg?ig_cache_key=MTEzMTIyOTkwNTYxNTY1MjIzMA%3D%3D.2,10443,"church, church building",altar,bubble,"television, television system","theater curtain, theatre curtain",0.17430836,0.091956817,0.069148496,0.034967557,0.031097509,design,abstract,pattern,texture,art,0.9875678,0.9802132,0.96804893,0.96096957,0.957739
732412,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12331574_169194296767386_187522243_n.jpg?ig_cache_key=MTEzMDY4MjgzMzY5NDk1MDkzNQ%3D%3D.2,3445,face powder,pill bottle,Petri dish,"lens cap, lens cover",lotion,0.759934664,0.037806876,0.025619095,0.022926733,0.021418501,treatment,medicine,medical,care,healthcare,0.9946729,0.98772436,0.97606826,0.9748328,0.95999897
959565,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12292667_436687606533933_2021857660_n.jpg?ig_cache_key=MTEzMDQ5NjIyMjgzNTMxMjI4NQ%3D%3D.2,5746,Labrador retriever,Brittany spaniel,English setter,tennis ball,wire-haired fox terrier,0.254773766,0.073652364,0.071295284,0.046790961,0.037048951,dog,canine,mammal,pet,animal,0.99877745,0.99088573,0.97839326,0.9651121,0.962064
608552,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12230864_1689268504687399_920815362_n.jpg?ig_cache_key=MTEyOTk3ODk2MTQ0Mzc1MTA1NA%3D%3D.2,2805,kimono,"web site, website, internet site, site","brassiere, bra, bandeau",sarong,"perfume, essence",0.258883119,0.063822404,0.039019134,0.031537816,0.029753277,people,woman,man,group,adult,0.98453665,0.93727165,0.9239641,0.89135146,0.88503885
772166,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c166.0.667.667/11421857_199663447035232_2030190602_n.jpg?ig_cache_key=MTEyOTIzMzA0MzA2NDk0ODA2NA%3D%3D.2.c,3865,stage,maillot,"miniskirt, mini",toyshop,fountain,0.54530406,0.044837587,0.033268437,0.026406575,0.015486421,people,festival,music,street,group together,0.9955068,0.97853565,0.9784014,0.9574957,0.9532361
1437749,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12292877_1645930425687852_825117220_n.jpg?ig_cache_key=MTEyOTA1MzA4NDA2OTQ2MzM4MQ%3D%3D.2,29575,"wood rabbit, cottontail, cottontail rabbit",hare,"Angora, Angora rabbit",velvet,wooden spoon,0.541197002,0.343294889,0.018318674,0.001081539,0.001024413,rabbit,bunny,cute,domestic,mammal,0.99753815,0.9959383,0.988719,0.9843134,0.9839462
853460,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12292806_1659421797642072_264029692_n.jpg?ig_cache_key=MTEyODUxMjY0NTE0NjkzNzI2Mg%3D%3D.2,4027,macaque,baboon,Chesapeake Bay retriever,"cliff, drop, drop-off",Weimaraner,0.654228568,0.06064108,0.057838086,0.039486837,0.028398708,people,leaf,outdoors,tree,one,0.9933976,0.98045564,0.97841394,0.96709955,0.9612098
745452,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12269787_1003775889690255_1039688825_n.jpg?ig_cache_key=MTEyNzYxMjk0MzMwODIyODM5Mg%3D%3D.2,4289,tile roof,"Arabian camel, dromedary, Camelus dromedarius",library,dome,"horse cart, horse-cart",0.243230656,0.181582913,0.046068277,0.039429527,0.026019718,people,travel,street,adult,woman,0.9829368,0.93522644,0.9235664,0.9053474,0.9038362
752194,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12301416_855648747889404_1852916307_n.jpg?ig_cache_key=MTEyNzE2NDk1ODE3MDQ4MjYwNA%3D%3D.2,2976,spatula,"cleaver, meat cleaver, chopper",ladle,tray,croquet ball,0.18358548,0.074676454,0.037013471,0.034113321,0.031273227,wood,knife,no person,food,wooden,0.98580533,0.98407626,0.9758204,0.9750592,0.95985454
887545,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c0.135.1080.1080/12237471_170064613346050_285771443_n.jpg?ig_cache_key=MTEyNzAyNDAwNDE4MDU0MzIxOQ%3D%3D.2.c,3695,dough,potpie,mixing bowl,trifle,"pizza, pizza pie",0.403803676,0.333063841,0.069994912,0.033414811,0.0213114,food,no person,sweet,delicious,refreshment,0.9904922,0.9845115,0.9842755,0.96550024,0.96389604
1029662,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12301174_986571068053199_532485603_n.jpg?ig_cache_key=MTEyNjM0OTE3NzM1MDMyNTg1OA%3D%3D.2,6439,altar,"candle, taper, wax light","picket fence, paling",torch,fountain,0.808205664,0.093711659,0.016940586,0.005229459,0.004504304,celebration,Christmas,festival,light,illuminated,0.99329555,0.99037015,0.9792528,0.9688724,0.9621918
611248,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12301149_1668013206805261_275770944_n.jpg?ig_cache_key=MTEyNjE1OTA3NDEzNzAxNTQ4MQ%3D%3D.2,3101,power drill,"revolver, six-gun, six-shooter","chain saw, chainsaw",sewing machine,hammer,0.058346592,0.053819079,0.052594278,0.034298472,0.028789878,people,portrait,adult,one,monochrome,0.9962047,0.98828256,0.97520024,0.9680231,0.95852387
782272,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/11349452_1682012012040841_911077743_n.jpg?ig_cache_key=MTEyNTYxOTYwNzg3MzU4NzEzMA%3D%3D.2,3368,croquet ball,abacus,ladle,magnetic compass,golf ball,0.333239943,0.035499178,0.019676542,0.011574147,0.010973861,child,people,girl,fun,boy,0.9981204,0.9870061,0.9867177,0.97993404,0.97293985
989883,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12256782_1716351235262804_1047680705_n.jpg?ig_cache_key=MTEyNTQyNTI3MzQxMjg0NzE4NA%3D%3D.2,8713,"doormat, welcome mat","tabby, tabby cat",tiger cat,Egyptian cat,"Siamese cat, Siamese",0.128316224,0.117942154,0.047474653,0.045970809,0.033668634,cat,cute,animal,fur,pet,0.9937539,0.99320424,0.9859388,0.98330384,0.98310256
642701,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12298810_450617591729818_830226217_n.jpg?ig_cache_key=MTEyNDg5MjY4MDI4ODI3NDQwMA%3D%3D.2,2910,altar,toyshop,"refrigerator, icebox",comic book,syringe,0.347505152,0.056549869,0.047004309,0.045776155,0.045581669,people,woman,adult,man,indoors,0.9950328,0.96843076,0.9602892,0.9599556,0.9594252
826193,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12298870_1689648887939621_883018891_n.jpg?ig_cache_key=MTEyNDcwNzUzNzExNjI2ODU0MQ%3D%3D.2,4825,pole,tripod,"saltshaker, salt shaker","binoculars, field glasses, opera glasses",parking meter,0.19852072,0.054648101,0.044123266,0.02389811,0.023722956,no person,motley,color,bright,many,0.9879824,0.9065826,0.8751289,0.8447541,0.8256384
831149,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/11917945_327388324098317_2038627448_n.jpg?ig_cache_key=MTEyNDE2MTMwNTM5MDE1NTA0Mw%3D%3D.2,4267,"bathing cap, swimming cap",catamaran,"seashore, coast, seacoast, sea-coast",speedboat,"bikini, two-piece",0.415656984,0.043724254,0.037531801,0.036754642,0.034718212,surfboarding,surf,spray,action,wave,0.99993604,0.99989516,0.99911433,0.9985939,0.9979902
924374,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12237102_937347343023614_1318393805_n.jpg?ig_cache_key=MTEyMzk3OTcyODkxMTY2NTA2OQ%3D%3D.2,3818,"swimming trunks, bathing trunks","miniskirt, mini",umbrella,"balance beam, beam","theater curtain, theatre curtain",0.712363422,0.037780173,0.024194,0.02080749,0.018427702,people,adult,one,motion,woman,0.9928076,0.9830122,0.98165065,0.98077846,0.9738159
1200310,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12277578_629276167212981_1121344529_n.jpg?ig_cache_key=MTEyMzQyNjg1MDg0OTQ5MDg1Ng%3D%3D.2,8126,sorrel,"horse cart, horse-cart","Saluki, gazelle hound",llama,"borzoi, Russian wolfhound",0.219567865,0.107526049,0.02935251,0.022045318,0.013140406,winter,snow,cavalry,cold,mammal,0.9995973,0.9993247,0.99839044,0.99691415,0.99597657
648658,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c125.0.500.500/12224614_1056455914398753_950959839_n.jpg?ig_cache_key=MTEyMzI2NDI1MTQyMzk1MDQyNA%3D%3D.2.c,2759,"theater curtain, theatre curtain","cinema, movie theater, movie theatre, movie house, picture palace",tray,stage,ski,0.090896636,0.075486869,0.04604274,0.033082459,0.026988182,people,man,street,family,building,0.9852568,0.9538445,0.9191811,0.907689,0.9071659
781886,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/c179.0.721.721/11899573_1649907058624348_239449282_n.jpg?ig_cache_key=MTEyMjcxNDIwNDQ3NTAzMzM1OA%3D%3D.2.c,3790,ladle,"restaurant, eating house, eating place, eatery","crossword puzzle, crossword",banana,maraca,0.259018868,0.035535432,0.035049878,0.025359968,0.017385917,people,adult,woman,two,group,0.9984497,0.9928404,0.9915327,0.9675377,0.9284868
945790,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12224485_930335960352865_643410881_n.jpg?ig_cache_key=MTEyMjU0Mzc3MDYyNjQ5MTcwNA%3D%3D.2,4670,cuirass,"lampshade, lamp shade",table lamp,pickelhaube,"shield, buckler",0.184455231,0.179243639,0.094845481,0.050837036,0.029065603,people,art,old,wood,painting,0.96056443,0.9556689,0.95007527,0.93875265,0.9117563
831257,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12071092_1675647439385861_19641282_n.jpg?ig_cache_key=MTEyMTk5MzA4NTgwNzgyMjE3OA%3D%3D.2,3960,"seashore, coast, seacoast, sea-coast",shovel,"sandbar, sand bar","promontory, headland, head, foreland","cliff, drop, drop-off",0.700026095,0.06167122,0.020560924,0.01484451,0.012659785,beach,water,seashore,ocean,sea,0.9959492,0.99173033,0.9862422,0.9859839,0.98576635
578996,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12230959_533694023462124_1019061762_n.jpg?ig_cache_key=MTEyMTgyNDg3MTU0MzAxNDczNg%3D%3D.2,2362,gown,"panpipe, pandean pipe, syrinx",overskirt,"groom, bridegroom","hoopskirt, crinoline",0.676567078,0.034169205,0.028654769,0.025646694,0.016702147,people,woman,dress,family,wear,0.9711013,0.9544519,0.93904305,0.92959046,0.92411804
710321,,http://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/11848860_1097208553645278_1846315564_n.jpg?ig_cache_key=MTEyMTI3MDkyNDMyNzU4NTExMg%3D%3D.2,5455,poncho,mortarboard,"bearskin, busby, shako",kimono,"feather boa, boa",0.1444107,0.057021815,0.05113031,0.051027503,0.038229372,people,portrait,wear,one,adult,0.99832046,0.9933748,0.9917754,0.9917217,0.9911569
