"","id","name","genres","group","n_edges","bio","top_track_id","top_track_name","top_track_preview_url","image"
"1","7yxi31szvlbwvKq9dYOmFI","Jon Hopkins","compositional ambient, electronic, fourth world","initial",22,"Jon Hopkins is a London-based electronic composer, producer and remixer. He makes powerfully emotive, instrumental music that consistently crosses genres, ranging from solo acoustic piano to explosive, bass-heavy electro. A long-term collaborator of Brian Eno, his career has remained unpredictable, taking in collaborations with Wayne MacGregor, King Creosote and David Holmes; remixes for such varied artists as Wild Beasts, Nosaj Thing, James Yorkston <a href=""https://www.last.fm/music/Jon+Hopkins"">Read more on Last.fm</a>","7Jd0MqZq15T4pDWts2G6Yl","Emerald and Stone","https://p.scdn.co/mp3-preview/7b05ef830003b41b37169db0d5d8663ccad92dc8","https://i.scdn.co/image/160e09d023dbff2b7d2d98aba2081564848a7965"
"2","5YNgVaI5vgMjBLel7QShBe","LUCHS","","initial",21," <a href=""https://www.last.fm/music/Luchs"">Read more on Last.fm</a>","1Ho9GnoEXLcl60ZmdOfxzQ","Now It's Over. Now I'm Awake.","https://p.scdn.co/mp3-preview/5492cc6ebafc359d2adff8d63d0e683deeec6fff","https://i.scdn.co/image/0577439d6404270d6728ccb22cd26db0401c8aaa"
"3","122bnCgdrZCvV1KDGQ6YK4","Death & Rebirth","","initial",20," <a href=""https://www.last.fm/music/Death+&+Rebirth"">Read more on Last.fm</a>","0aOSiPwJJyJKBESnFbEdLW","Taijitu","https://p.scdn.co/mp3-preview/9cc0f91211059799344adb27a060d5ed881030e2","https://i.scdn.co/image/43cef8f2e90cacf032e7d7b655d8b503d777afff"
"4","3rd7KTbfCFHzheOcjIhYQB","Music For Alarm Apps","","initial",20," <a href=""https://www.last.fm/music/Music+For+Alarm+Apps"">Read more on Last.fm</a>","33AaXTDmGEVY8uy4zarkju","Morning Story","https://p.scdn.co/mp3-preview/7ef034524efb74b1f27c277760a659837eeab7ef","https://i.scdn.co/image/2e1e9aac9e48cb18eee2e24e00c8ca4e49b200b8"
"5","57BliIwnAIqKeI4dbAWwaU","Kodomo","","initial",20,"Kodomo is the electronic music project of Chris Child, based in Brooklyn, New York. Growing up in Tokyo in the 80's, Chris studied classical piano music while being exposed to early synth bands like YMO and Kraftwerk, all of which had a major impact on the music he creates.  He took the moniker Kodomo from his last name, meaning ""Child"" in Japanese.  

Kodomo's music is vibrant and moody, featuring lurking atmospheres, serene, drowsy melodies, vocal slices, intricate rhythms, and thick bass sounds. <a href=""https://www.last.fm/music/Kodomo"">Read more on Last.fm</a>","3biIFGPD3iKAhZxtsKxJok","Orange Ocean (Loscil Remix)","https://p.scdn.co/mp3-preview/95d023a6e77790b110e45a45d13c97f39b87d2b2","https://i.scdn.co/image/38a4092c305f7b7d4c52afeb7e83e51dbfe54efb"
"6","6T7JFvP8qvpOia4q43OmbJ","Patrick O'Hearn","ambient, compositional ambient, fourth world, relaxative","initial",25,"Patrick O'Hearn (born September 6, 1954) is an American multi-instrumentalist musician, composer, and recording artist. While his musical repertoire spans a diverse range of music, he is an acclaimed new age and ambient artist in his solo career. To date, he has released 13 solo albums.

Born in Los Angeles and raised in the Pacific Northwest, Patrick O'Hearn began his professional music career at age 15 when he joined the Musicians Union and began playing in night clubs in Portland, Oregon. <a href=""https://www.last.fm/music/Patrick+O%27Hearn"">Read more on Last.fm</a>","7ocJPvoS4xnFcaFc4B3AJj","A Lovely Place To Be","https://p.scdn.co/mp3-preview/204c8e6d0e511c3d4d567f79b41cdc6132923186","https://i.scdn.co/image/d2b9fa521f15d54131354942e17c1619d06f6ed8"
"7","5aL7sOIxn0GV0JoFGdONT6","Silver Maple","","initial",20," <a href=""https://www.last.fm/music/Silver+Maple"">Read more on Last.fm</a>","1OO83YJHRvcQ8MVl7lAF3b","Superior","https://p.scdn.co/mp3-preview/5aee6117b443763f7f54df771ed0f2fb16ee47a2","https://i.scdn.co/image/b9703472b16400fd24cf4208cc6ff81cbfcff674"
"8","0H2V4TmMe0bdRwww9qWZaT","St. Petersburg Chamber Choir","liturgical, relaxative","initial",21," <a href=""https://www.last.fm/music/St.+Petersburg+Chamber+Choir"">Read more on Last.fm</a>","07A2ZSsP9vyCyyRmo7CikK","Chorale","https://p.scdn.co/mp3-preview/549a712305121e305da49ba5d1b201abbd7b6dc6","https://i.scdn.co/image/d515a1b89060ec7cc31a3879513f0a75116d756c"
"9","7MSUfLeTdDEoZiJPDSBXgi","Brian Eno","ambient, art rock, chamber pop, compositional ambient, dance rock, drone, electronic, experimental, fourth world, glam rock, minimal, new wave","initial",20,"Brian Peter George St John le Baptiste de la Salle Eno, (b. 15 May 1948), professionally known as Brian Eno or simply as Eno, is an English musician, composer, record producer, singer, music theorist and visual artist, and is commonly referred to as the father of ambient music. Born in Suffolk, Eno attended art school in Ipswich in the late 1960s, where he studied under Roy Ascott and took inspiration from minimalist painting, cybernetics, and experimental music techniques. <a href=""https://www.last.fm/music/Brian+Eno"">Read more on Last.fm</a>","1vgSaC0BPlL6LEm4Xsx59J","An Ending (Ascent) - 2005 Digital Remaster","https://p.scdn.co/mp3-preview/0aca75db175fd309c5d4dad0ca0bed90f47dec4d","https://i.scdn.co/image/14c2a83c2a05b256ad4602826684025846402a9a"
"10","1v6gZKsLnNWdnpKUnripxr","Michael Whalen","compositional ambient, new age, relaxative","initial",23,"While you probably haven't heard Michael's music on the radio, you've undoubtedly heard his work in one of the literally thousands of commercials he scored for clients like Apple, Coca-Cola, Disney and Nike. But he's not just a composer-for-hire: Michael is also building a significant discography -- 22 CDs to date -- as a solo recording artist, working in pop, jazz, classical, electronic and those fascinating, unclassifiable spaces in between. Released in January of 2009 <a href=""https://www.last.fm/music/Michael+Whalen"">Read more on Last.fm</a>","2Rd5NxHDvbpiGWKnWNlTUg","I Have Loved You For A Thousand Lifetimes","https://p.scdn.co/mp3-preview/815c1466732050d3ac91dac48f3402232998a964","https://i.scdn.co/image/550e47427cb831b377c419797c36e19ae291eae8"
"11","3yjmQDYGp9XYnFwptDvYc4","Lyle Mays","jazz fusion, relaxative","initial",21,"Lyle Mays (born November 27, 1953) is an American jazz pianist and composer from Wausaukee, Wisconsin. He is best known for his work with guitarist Pat Metheny as a member of the Pat Metheny Group. Along with Metheny, Mays has been a co-composer and arranger of almost all of the group's music and has won eleven Grammy Awards.

While growing up, Mays had four main interests: chess, mathematics, architecture and music. His parents were musically inclined – his mother was a pianist <a href=""https://www.last.fm/music/Lyle+Mays"">Read more on Last.fm</a>","7dQhtrteOzHMs8swK6XrRT","Mirror Of The Heart","https://p.scdn.co/mp3-preview/f5b61b601930989ae18dd9733599aac3f5400a10","https://i.scdn.co/image/11613bd2a4b54838ab5ef3fd77c10be93fb4e031"
"12","592TFYwu9Qb0RC1hKDbX2w","Helios","","initial",20,"This page represents seven artists:

""Helios"" is a moniker of ambient electronic artist Keith Kenniff.
Raised in rural Lancaster, Pennsylvania, Keith started playing drums, guitar and bass and played in a variety of touring bands, from rock to jazz and classical. He was finally drawn to study percussion at Boston's Berklee College of Music. He took a keen interest in independent film, world cinema, and filmscore. 

His primary musical venture is the solo project 'Helios' <a href=""https://www.last.fm/music/Helios"">Read more on Last.fm</a>","4YEKwC3ipNg9LdR02OL8h2","Nothing It Can","https://p.scdn.co/mp3-preview/808d7ab9e37d86bd79834891351a355d3429c543","https://i.scdn.co/image/12013c33ef815733d4ceb09e4d7aca7fcf73a5e8"
"13","4uBSazM6snEc9wCG3jMlYt","Pat Metheny Group","contemporary post-bop, jazz, jazz funk, jazz fusion, smooth jazz","initial",21,"The Pat Metheny Group is a jazz group founded in 1977 known for their consistently recognizable yet eclectic sound, fusing elements of new jazz, fusion, heartland folk, Latin and other international styles. The music ranges from highly refined melodic and rhythmic excursions to lyrical tone poems, to avant-garde textures, and much more.

Core members of the group are guitarist and leader Pat Metheny, keyboard player and pianist Lyle Mays, and bassist Steve Rodby, who joined in 1980. <a href=""https://www.last.fm/music/Pat+Metheny+Group"">Read more on Last.fm</a>","68Xn0WzQ1wdEFMP4R5gFW6","This Is Not America - 2002 Remastered Version","https://p.scdn.co/mp3-preview/8c02aabd715defd5622155867011700a68d22da5","https://i.scdn.co/image/f4f903463ac2a886e2ba0450fa9b2eb61baf8b1e"
"14","3PJf9tyCBdYvchFXkl8YLF","Michael Gettel","new age, new age piano","initial",20,"http://www.artistdirect.com/artist/michael-gettel/435278

Sublime artist.  Master pianist. Fine instrumentation.
Painter of musical landscapes and other worlds.
Ranges across neo-classical to chillout to new-age with some work akin to movie soundtracks and into ambient and electronica with principal work typically featuring piano and or keyboards.
Never boring.  Ingenious across the portfolio of his work.

Normally I wouldn't take the time to characterize an artists work. <a href=""https://www.last.fm/music/Michael+Gettel"">Read more on Last.fm</a>","7Dy190FwZJAD1JPc3C4UGI","Prelude: First Snow","https://p.scdn.co/mp3-preview/9a6052d0b587372f9f512a0ce0b3975b26fe4e99","https://i.scdn.co/image/abd0a520a451005c26a7722c80af5c4e638f598a"
"15","4QK3YJ6hzJdhJHE9q7kbVV","Eluvium","ambient, compositional ambient, drone, fourth world, post rock","initial",22,"Eluvium is the recording project of Matthew Robert Cooper, a Portland-based musician and composer whose work is a mesmerizing blend of ambience, electronics, classical piano, drone, shoegaze, and minimalism. Since 2003 Cooper's output (including six full-length albums) has been primarily released by New York City label Temporary Residence Limited. He has released music under his birth name and as Martin Eden, recorded in duos Inventions and Concert Silence, and collaborated with Peter Broderick. <a href=""https://www.last.fm/music/Eluvium"">Read more on Last.fm</a>","0ADfdoBwxcK2eUuOQciInH","Strangeworks","https://p.scdn.co/mp3-preview/d15b8d417b850dab46e330ff1bdbf42e0cb46846","https://i.scdn.co/image/301b986c3775b3388dd54c1902249e97e02fca5a"
"16","711EaFigHKV5CTbjIYWswu","Darshan Ambient","ambient","initial",21,"Since the release of 1999's The End Of Days, Michael Allison has been at the forefront of the new ambient/electronic music scene. He began as a singer and bassist in the 70's and 80's, playing in groups that included such diverse talents as former Labelle singer Nona Hendryx, Richard Hell and The Voidoids and China Shop, a New York City post-punk art rock band and ultimately his own group Empty House who disbanded in 1987.

In 1992 Allison made a <a href=""https://www.last.fm/music/Darshan+Ambient"">Read more on Last.fm</a>","4KvUvF2p3dwxYCbq4LswDA","The Dreamer Slept But Did Not Dream","https://p.scdn.co/mp3-preview/d6b6ef5600e292f617a98d576504363fa1a01407","https://i.scdn.co/image/c7c7cd82c59164b4c5e4009a5349be364d75186f"
"17","3ux92I3CgfnhgLyYNsXIwZ","Robert Rich","ambient, dark ambient, fourth world","initial",23,"Robert Rich (born August 23, 1963) is an ambient musician and composer based in San Francisco, California, United States.

With a musical career spanning three decades and over 30 albums, Robert Rich has helped define the genres of ambient music, dark ambient, tribal ambient and trance, yet his music remains hard to categorize. Part of his unique sound comes from using home-made acoustic and electronic instruments, microtonal harmonies, computer-based signal processing, chaotic systems and feedback networks. <a href=""https://www.last.fm/music/Robert+Rich"">Read more on Last.fm</a>","5Jg2SbduiHq0e0EQZiV28D","Generosity of Solitude, Pt. 1","https://p.scdn.co/mp3-preview/62b3f811e5f2017a02a3cdd6eebd5e915f88615c","https://i.scdn.co/image/cea9f10632f6d44701eb11f88aadf5c9b40a95b3"
"18","0f8OtpX3QPq8E2jb4Ac2Af","Deepak Jai","","initial",20," <a href=""https://www.last.fm/music/Deepak+Jai"">Read more on Last.fm</a>","2ZTitWOFvbRVcbIe43Gogp","Ambient","https://p.scdn.co/mp3-preview/d253b3d305c9157699f14338e1262065e2b41e02","NULL"
"19","6S7EbdcNj5pWjBdeNU0FWc","Tim Story","ambient, fourth world, new age, world christmas","initial",21,"Tim Story was born in 1957 in Philadelphia, and currently lives in the small river town of Maumee, in northwest Ohio.

Tim's intensely personal style as a pianist, synthesist and composer developed from years of experimentation in his home studio, and a love of composition. Along with his self-taught, idiosyncratic approach to the piano, Story saw the great potential of the new breed of electronic music instruments that were evolving in the early 70's. <a href=""https://www.last.fm/music/Tim+Story"">Read more on Last.fm</a>","6HZZZITAog9QIr8KpEAO66","Glass Green","https://p.scdn.co/mp3-preview/b69669b9537b8e1be661cdd7da5ff59d5257fa51","https://i.scdn.co/image/18b64ee6f6044705c29e5df7a3386b2bc86b49e4"
"20","0M3z0zBMyiUMjsmRihijyH","George Skaroulis","new age, new age piano","initial",21,"George began his love for the piano at the early age of five. His mother was classically trained and George would sit on the piano bench next to her to watch and listen. One day he started playing along. It wasn’t too long before George was figuring out the melodies of songs he heard on the radio. During holidays and special occasions George staged concerts in the living room of his family home for captive audiences made up of family members and friends (often requesting the guests to sit in the other room as he played.) <a href=""https://www.last.fm/music/George+Skaroulis"">Read more on Last.fm</a>","7IfzmYOB3Zwht07xxCwyQN","Evangelia","https://p.scdn.co/mp3-preview/6e6cafc7ee793e6c8cc4a4ac2c7efb2efb6fa5a9","https://i.scdn.co/image/12ba5a140b79c97aa76617d522392bfd759a52f3"
"21","6g4q7DPLaVqWGnfMpAb2Yd","Leo Abrahams","fourth world","initial",20,"Leo Abrahams (b. 1977) studied composition at the Royal Academy of Music before embarking on a career as a guitarist, arranger and producer. He has enjoyed long-standing associations with Brian Eno (appearing on several albums), Ed Harcourt with whom he has toured and recorded for 6 years, and film composer David Holmes (Oceans12 and the award-winning Code 46). He has also collaborated with artists as diverse as Rachid Taha, Paul Simon, Nik Kershaw, Grace Jones, Nick Cave and Imogen Heap among many others. <a href=""https://www.last.fm/music/Leo+Abrahams"">Read more on Last.fm</a>","7Jd0MqZq15T4pDWts2G6Yl","Emerald and Stone","https://p.scdn.co/mp3-preview/7b05ef830003b41b37169db0d5d8663ccad92dc8","https://i.scdn.co/image/854da71d6460122ae2618dc5f09b3178d0f718e3"
"22","3dz0NnIZhtKKeXZxLOxCam","Porter Robinson","big room, complextro, edm, electro house, house, progressive house","initial",20,"At 22, life is usually filled with exams, a first job, or even a small amount of uncertainty as to what you want to do in life… Porter Robinson however, has broken the mold completely. Having already featured twice in the Billboard 21 Under 21, where he ranked ahead of the likes of Miley Cyrus and Cher Lloyd, you begin to quickly see that Porter is no ordinary talent.

Growing up in the sleepy town of Chapel Hill, North Carolina, Porter began producing music at the tender age of 13, having caught the bug from Dance Dance Revolution.  <a href=""https://www.last.fm/music/Porter+Robinson"">Read more on Last.fm</a>","3ISYGHoYnu4gos6JNMfL4z","Shelter","https://p.scdn.co/mp3-preview/2312e9b4429d32218bf18778afb4dca0b25ac3f5","https://i.scdn.co/image/7ba3fa79037889014af57d08666e533b28c99040"
"23","4znPt0HV6Ik0iR8sR4GAJE","Ulrich Schnauss","ambient, electronic, intelligent dance music, nu gaze","related",2,"Ulrich Schnauss was born in the northern German town of Kiel in 1977. During his formative years, he came to love a wide spectrum of music, ranging from My Bloody Valentine to Tangerine Dream, from Chapterhouse to early bleep and breakbeat tracks. There was not much opportunity to see his musical heroes in Kiel, so he moved to Berlin in 1996.

By that time, Ulrich was already a prolific musician in such genres as ambient and drum and bass, with a variety of pseudonyms (most notably View to the Future and Ethereal 77). <a href=""https://www.last.fm/music/Ulrich+Schnauss"">Read more on Last.fm</a>","1fnM86DDTDWYpumRJqLSfU","… Passing By","https://p.scdn.co/mp3-preview/295aee29817a5c5e1bb4ccad93c246955a132082","https://i.scdn.co/image/59e538f836d4deaeec93842894cc7def481c32db"
"24","6abfAcMcC3hYJcaxzLeiCW","All India Radio","downtempo, psychill","related",2,"All India Radio is an Australian ambient project. The music is lo-fi, downtempo and instrumental. The project is comprised of Martin Kennedy, musician, artist, fan of Pink Floyd and old school ambient music. His music has been featured in TV shows One Tree Hill, CSI and The Lying Game. Martin and A.I.R. has released over 10 albums along with a bunch of acclaimed collaborations with The Church's Steve Kilbey. NOT India's national broadcaster.

All <a href=""https://www.last.fm/music/All+India+Radio"">Read more on Last.fm</a>","6LSVEnu6eomiMAmVfm90lt","Evening Star","https://p.scdn.co/mp3-preview/b52c121530d2b16748b3b1dbf519f89279e669f9","https://i.scdn.co/image/87c45eaed86ba0d088aae594036650a5789fc4f7"
"25","0VOR7Ie9xUSb45fzIIVJQ1","Hammock","ambient, compositional ambient, fourth world, post rock","related",3,"Hammock is an American musical project of composers Marc Byrd and Andrew Thompson from Nashville, Tennessee, USA; formed in 2004. The project initially developed out of informal recording sessions between songwriting projects, and at present the band is a leading light in instrumental music with a unique, atmospheric sound that effortlessly melds elements of ambient, electronic, post-rock and neoclassical.

With no agenda, expectations, or even intention to release music <a href=""https://www.last.fm/music/Hammock"">Read more on Last.fm</a>","0jVy0Y3QEtUKsrIHAZuR45","I Can Almost See You","https://p.scdn.co/mp3-preview/18f19f76e7787f18c7dc1fcae7d2362a001cba92","https://i.scdn.co/image/40cce152da2c4ab548dcae107695383b3937b153"
"26","2rcnAZ6DvORQ365X3zVYpr","Biosphere","abstract, ambient, compositional ambient, dark jazz, drone, electronic, fourth world, glitch, intelligent dance music","related",5,"Biosphere is the main recording name of Geir Jenssen (born 1962 in Tromsø, Norway), a musician who has released a notable catalog of ambient electronic music. He is well known for his ""ambient house"" then ""arctic ambient"" styles, and his use of music loops and peculiar samples from sci-fi sources. His track ""Novelty Waves"" was used for the 1995 Levi's ad campaign. His 1997 album Substrata is generally seen as one of the all-time classic ambient albums. <a href=""https://www.last.fm/music/Biosphere"">Read more on Last.fm</a>","1TCkrnjuurf0DNLLoJxVyd","Poa Alpina","https://p.scdn.co/mp3-preview/7272512b883104b54086ab1aeafe950132cb2c5c","https://i.scdn.co/image/f31758456ebfb777cad5623da0a303d64d104da2"
"27","2TDsrZZt4XXF7iQlr5l20Z","Trifonic","","related",2,"Brian Trifon is the front man for Trifonic, a San Francisco based electronic act that seamlessly fuses experimental production wizardry with beautiful melodies and traditional song structures to craft music that is simultaneously unexpected and accessible.

Brian began his music career as a guitarist and programmer for famed electronic artist BT. Brian toured nationally with BT and contributed additional music, programming and guitars to several films, TV shows, and to BT’s album This Binary Universe (2006). <a href=""https://www.last.fm/music/Trifonic"">Read more on Last.fm</a>","3xATEhxjTSArvaWteLLtZg","Santa Rosa","https://p.scdn.co/mp3-preview/9c8ff2827076a24d18c1ed6b79bd694837f87a20","https://i.scdn.co/image/e3c580faaa062ab745cede6051ace3cc6b9c590e"
"28","2VZNmg4vCnew4Pavo8zDdW","Max Richter","compositional ambient, fourth world, minimal, modern classical, soundtrack","related",2,"Composer Max Richter was born in Germany in 1966 and grew up in the UK.  He studied composition and piano at Edinburgh University, the Royal Academy of Music and in Florence with Luciano Berio.    

Though he has a strong background in the canons of classical music, his influences were more modern composers and in particular, Iannis Xenakis whose musical compositions applied mathematical and physical laws and Philip Glass whose sound was a major influence on Richter. <a href=""https://www.last.fm/music/Max+Richter"">Read more on Last.fm</a>","2Ua2U7enh9ErAF6DaJh4hg","Only Questions","https://p.scdn.co/mp3-preview/6ad76878a1c1ddba5c33c8582a49cd3e6923fa4f","https://i.scdn.co/image/bb353c1ae65c91f8b5ff1c986fd8ce5cd3f7a559"
"29","3nZ3ed6p4CKc1McTLypr6H","Marconi Union","ambient, compositional ambient, fourth world","related",3,"Marconi Union are a British musical duo, (now a trio after founder members, Richard Talbot and Jamie Crossley invited Duncan Meadows to join them in 2010) with strong links to the Manchester based DOTCA arts collective.

They are notable for incorporating elements of electronica, ambient, jazz and dub into their music, and a tendency to make records that are conceptually-based. Frequent comparisons are drawn between Marconi Union and bands such as Talk Talk, Sigur Rós and Boards of Canada. <a href=""https://www.last.fm/music/Marconi+Union"">Read more on Last.fm</a>","2UZZtkoLOg7IHxeTAdPFvd","Weightless Part 1","https://p.scdn.co/mp3-preview/70e87493930423c1bac539a8ecfe059c932bd7b0","https://i.scdn.co/image/4419783637a8db1f44ac48298501149958d0b666"
"30","6fhkHJ6kJGHDuypn800e77","Dreyma","","related",2," <a href=""https://www.last.fm/music/Dreyma"">Read more on Last.fm</a>","5NPOzGF9KwzjgfA3q6zbCf","Askja","https://p.scdn.co/mp3-preview/eb9e9d66630b5238e42177c4bd2e1217bec9d547","https://i.scdn.co/image/adb11525b2a3f595ebfc93333cce5155577c40de"
