"","id","name","genres","group","n_edges","bio","top_track_id","top_track_name","top_track_preview_url","image"
"1","7z5WFjZAIYejWy0NI5lv4T","Dan + Shay","contemporary country, country, country christmas, country road","initial",25,"Dan + Shay is an American country music duo composed of Dan Smyers and Shay Mooney. The duo is signed to Warner Bros. Records Nashville and has released its debut single ""19 You + Me"", which has charted on Country Airplay and Hot Country Songs.
Before the duo's foundation, Mooney was a solo artist on T-Pain's Nappy Boy Entertainment label, and Smyers was a member of a group called Bonaventure as well as a previous member of the band Transition on Floodgate Records label. <a href=""https://www.last.fm/music/Dan+%252B+Shay"">Read more on Last.fm</a>","0lQJBl9YEsoMtE8D4yTE9g","From the Ground Up","https://p.scdn.co/mp3-preview/bc8fdd7a8711c0c4819025440f9f11bc71d25b43","https://i.scdn.co/image/b9fc3363e4d6187a7bee9287df49bee04796c7f3"
"2","0fiWOxhsBsQQvFDtxUQWo0","Brett Young","contemporary country","initial",22,"Watch a pitcher out on the mound, on any team, from a nine-year-old kid in the Babe Ruth league all the way up to a million dollar ace in the Majors. There’s a look in his eyes—an intensity—that goes right to his core.

And when you see that look in Brett Young’s baby blues, it isn’t too hard to understand what took this California boy from a ball field to the recording studio. His gritty vocals and impassioned lyrics are built on the same <a href=""https://www.last.fm/music/Brett+Young"">Read more on Last.fm</a>","1Wjk9qHVbxgOopOEP9SqLW","Sleep Without You","https://p.scdn.co/mp3-preview/78c4016c99a1bd46424b99d56a26f4dcad47aa34","https://i.scdn.co/image/b43a42c3b9ae63b347c1fe618cd04627755f08cb"
"3","66lH4jAE7pqPlOlzUKbwA0","Miranda Lambert","contemporary country, country, country dawn, country road","initial",28,"Miranda Lambert is a country singer-songwriter who gained fame as a finalist on the 2003 season of USA Network's talent competition Nashville Star.

Biography

Miranda Lambert was born on November 10, 1983 in Lindale, Texas, about 80 miles east of Dallas. Both of her parents are private investigators, but father Rick is also a country guitarist and songwriter. Lambert became seriously interested in country music after attending a Garth Brooks concert as a young girl, and soon began singing in talent contests under the tutelage of her father. <a href=""https://www.last.fm/music/Miranda+Lambert"">Read more on Last.fm</a>","63lHuquEopEUiwPy6VLxlb","Vice","https://p.scdn.co/mp3-preview/06ae984e5d6135627f61c90da57c668b19267dad","https://i.scdn.co/image/fb944d845b32c5c722790cf5dcf2c0ed755d44e5"
"4","08qaG5crPMPF7i0h2wORk5","Drew Baldridge","","initial",24," <a href=""https://www.last.fm/music/Drew+Baldridge"">Read more on Last.fm</a>","21ERipllp1AG7ux7nQZxHp","Rebound","https://p.scdn.co/mp3-preview/ea2dd47a1edb501c5181b1c5ca02cafc472a9a73","https://i.scdn.co/image/3039c2d1298785786f14c49ffdd62448d1529ef8"
"5","1YSoHvvSAY0oOJW7VxJx3M","Trent Harmon","","initial",21," <a href=""https://www.last.fm/music/Trent+Harmon"">Read more on Last.fm</a>","2TbPBxkTqPh3s0jKsm05wI","There’s A Girl","https://p.scdn.co/mp3-preview/40e4d33e521bf304cb3b13fdae31fff688a3d690","https://i.scdn.co/image/65c5a7d719bac9d7786c13195b08ae7ac1ac9894"
"6","75FnCoo4FBxH5K1Rrx0k5A","The Band Perry","contemporary country, country, country dawn, country road, modern country rock","initial",24,"The Band Perry is an American country music band composed of Kimberly Perry (lead vocals, rhythm guitar, piano) and her two brothers: Reid Perry (bass guitar, background vocals) and Neil Perry (mandolin, drums, accordion, background vocals).  They were born in Jackson,Mississippi and moved to Mobile,AL as early teens;eventually moving to Greeneville , Tenn. The trio owes its unique sound to its parents. ""Most dads would be rocking their kids to sleep singing 'Rock-a-bye Baby,' "" Kimberly says. <a href=""https://www.last.fm/music/The+Band+Perry"">Read more on Last.fm</a>","4QbPy85DSlqGzOXdDaFYLN","Comeback Kid","https://p.scdn.co/mp3-preview/86464a166f67d6aac0bfaca4466a6eddaa02bbd2","https://i.scdn.co/image/2c976968fbbea139770f8336f7e24ab35812137f"
"7","3vDpQbGnzRbRVirXlfQagB","Sturgill Simpson","new americana","initial",20,"Born in Kentucky and based out of Nashville, Tenn., singer-songwriter Sturgill Simpson first made a name for himself among fans of independent country music as the frontman of the high-energy band Sunday Valley. Looking to revitalize the neo-traditional sounds that fellow Kentuckians Ricky Skaggs and Keith Whitley pioneered in the '80s, Simpson went solo. By the end of the year, he was opening for Dwight Yoakam in front of a sold-out audience in Mission, Texas. <a href=""https://www.last.fm/music/Sturgill+Simpson"">Read more on Last.fm</a>","1cRc03E5Ps0fwe4l8fz2J0","Brace For Impact (Live A Little)","https://p.scdn.co/mp3-preview/f7ec09bd76f1a0d1ed382b896ed8a3bf350924ce","https://i.scdn.co/image/f75ea5bf26142c5d0ad5940a2cfffa18657f3f93"
"8","13YmWQJFwgZrd4bf5IjMY4","Brad Paisley","contemporary country, country, country christmas, country road, pop christmas","initial",33,"Brad Paisley (born October 28, 1972) is an American country music singer and songwriter from Glen Dale, West Virginia.

Brad Paisley has stated that his love of country music stems from his maternal grandfather, who gave Paisley his first guitar at age 8 and taught him how to play. At age 12, Paisley wrote his first song, and by 13 he was the opening act for country singers.

Paisley graduated from John Marshall High School in Glen Dale and enrolled at Belmont University (from 1993 to 1995). <a href=""https://www.last.fm/music/Brad+Paisley"">Read more on Last.fm</a>","7DYswEnZFL6SKaNLTxBf5b","Without a Fight","https://p.scdn.co/mp3-preview/e7d46537f6dd2575f2a6f0bd3a166fafa60975ab","https://i.scdn.co/image/5d93229375b3e9c222fffa64508695c4c630dcc6"
"9","0OpWIlokQeE7BNQMhuu2Nx","Colt Ford","contemporary country, country, country christmas, country road, modern country rock, redneck","initial",20,"Take Kid Rock, Hank Williams Jr and Toby Keith, mix with a little ""Dirty South"" rap influence, and what you get is Colt Ford, former golf pro-turned-country music's first legitimate rap star. His debut album, ""Ride Through The Country"", came out in 2008, featuring some of his friends and influences, from country stars Jamey Johnson and John Michael Montgomery to rapper Bonecrusher and RnB artist Attitude. ""Chicken and Biscuits"", featuring appearances by Josh Gracin, James Otto and Daryl ""DMC"" McDaniels came next in April 2010. <a href=""https://www.last.fm/music/Colt+Ford"">Read more on Last.fm</a>","6MCXzZMLsxm7G2u5Sck4Ds","4 Lane Gone","https://p.scdn.co/mp3-preview/f4b2718d83b9b777bbe9172d4019c60b55b7d7ca","https://i.scdn.co/image/8a9ac15d7951c0773beac4d2eac710d418fd73d1"
"10","3b8QkneNDz4JHKKKlLgYZg","Florida Georgia Line","contemporary country, country road, modern country rock","initial",27,"Florida Georgia Line is a duo comprised of members Tyler Hubbard (from Monroe, Georgia) and Brian Kelley (from Ormond Beach, Florida). Their sound combines electrifying, hard-driving rock with honest, expressive lyrics. The Cruise Songfacts explains that both Hubbard and Kelley began playing guitar individually while they were in high school before meeting at Nashville’s Belmont University. They began writing songs together between classes and soon found themselves playing local clubs, quickly building a fan-base. <a href=""https://www.last.fm/music/Florida+Georgia+Line"">Read more on Last.fm</a>","0BCy325UZyR9z0t0uxwn2N","H.O.L.Y.","https://p.scdn.co/mp3-preview/07e572c9f6c53e857209652e858ce79939c43d0c","https://i.scdn.co/image/a87860d4daa056a8df8c1a2f9a59c02721203963"
"11","6roFdX1y5BYSbp60OTJWMd","Tim McGraw","contemporary country, country, country road","initial",33,"Samuel Timothy ""Tim"" McGraw (born May 1, 1967 in Delhi, Louisiana) is an American country singer and actor. With many of his albums and singles topping the country music charts, Tim has achieved total album sales in excess of 40 million units. He is married to country singer Faith Hill and is the son of former baseball player Tug McGraw. His trademark hit songs include Indian Outlaw, Don't Take the Girl, I Like It, I Love It, Something Like That, It's Your Love (featuring his wife, Faith Hill), and Live Like You Were Dying. <a href=""https://www.last.fm/music/Tim+McGraw"">Read more on Last.fm</a>","4Pn0JlCUusD2QHjADuOzuV","Humble And Kind","https://p.scdn.co/mp3-preview/eace250deb073a18eedd689d29def2d46c009528","https://i.scdn.co/image/760f1d1f10b29d485e22988a0e3ebfc63e573def"
"12","0BvkDsjIUla7X0k6CSWh1I","Luke Bryan","contemporary country, country, country christmas, country road","initial",34,"Thomas Luther Bryan (born July 17, 1976), known professionally as Luke Bryan, is an American country singer and songwriter. Luke Bryan grew up in the very small town of Leesburg, Ga. Back home, he helped his father with his peanut and fertilizer businesses while playing sports and enjoying the great outdoors. Yet he can remember his mother urging him to belt out George Strait songs over and over while she drove him into town to shop. By age 14, his parents bought him an Alvarez guitar. <a href=""https://www.last.fm/music/Luke+Bryan"">Read more on Last.fm</a>","0dbzWSYpMcRtwjI1S7Pkql","Huntin', Fishin' And Lovin' Every Day","https://p.scdn.co/mp3-preview/06a1d11dc00609dcbc81436ebfc5b7153961db85","https://i.scdn.co/image/ed7a0255d6e8617380ff5d04c8d640feb4945e0a"
"13","2PaRhxWFaqCUZybJDDoNrf","Jana Kramer","contemporary country, country, country dawn, country road, modern country rock","initial",22,"Jana Kramer (born December 2, 1983 in Detroit, Michigan) is an American  actress. Kramer played Noelle Davenport on Friday Night Lights and Portia Ranson on 90210. She played a sorority girl interested in Turtle in Entourage. In 2009, Kramer signed on to become a series regular in The CW's One Tree Hill as Alex, an actress who becomes the new face of Brooke's fashion line, ""Clothes Over Bros"". On December 22, 2009, Kramer got engaged to Jonathon Schaech. <a href=""https://www.last.fm/music/Jana+Kramer"">Read more on Last.fm</a>","3eT5vVn1580Wijs5qXo6NA","Circles","https://p.scdn.co/mp3-preview/ca7e9e20c3244e2f44af63648d3b4e716edb641f","https://i.scdn.co/image/e2787d312e0a4ea8d145dbbc9861a0f95a46dbc0"
"14","4YLtscXsxbVgi031ovDDdh","Chris Stapleton","contemporary country, country, country road","initial",22,"Chris Stapleton is an American country, bluegrass, and rock musician signed to Universal Music Group Nashville. He is an established songwriter with four number one songs including the five-week number one. As a writer for Sea Gayle Music, over 150 of Stapleton's songs have appeared on albums by such artists as Adele, Tim McGraw, Brad Paisley and Dierks Bentley, and he has several notable co-writers including Vince Gill, Peter Frampton and Sheryl Crow. <a href=""https://www.last.fm/music/Chris+Stapleton"">Read more on Last.fm</a>","5jROdl6MhcmP3O7h2sVgtw","Parachute","https://p.scdn.co/mp3-preview/11aca0126942a0321a1761feffd2e7574d94e601","https://i.scdn.co/image/b1dd58ec0ea9557ad00ab84a698163d711d98bcc"
"15","3RqBeV12Tt7A8xH3zBDDUF","Kelsea Ballerini","contemporary country, country, country road","initial",28," <a href=""https://www.last.fm/music/Kelsea+Ballerini"">Read more on Last.fm</a>","2wqXQjOmQ9KoBm9Ssgt4Fo","Peter Pan","https://p.scdn.co/mp3-preview/b1de419d4a506335a8d5f0e7d5e44c95a1446c97","https://i.scdn.co/image/55b20f6394fedb07397576223f6bbdf56613bfb1"
