"","id","name","genres","group","n_edges","bio","top_track_id","top_track_name","top_track_preview_url","image"
"1","04gDigrS5kc9YWfZHwBETP","Maroon 5","dance pop, pop, pop christmas, pop rap, pop rock, post-teen pop","initial",22,"Maroon 5 is an American pop rock band that originated in Los Angeles, California, United States. The group was formed in 1994 as Kara's Flowers while its members were still in high school and originally consisted of Adam Levine (lead vocals, guitar), Jesse Carmichael (guitar, backing vocals) Mickey Madden (bass guitar) and Ryan Dusick (drums). Kara's Flowers signed to Reprise Records and released an album, ""The Fourth World"", in 1997. After a tepid response to the album <a href=""https://www.last.fm/music/Maroon+5"">Read more on Last.fm</a>","0AKejOKlGdiB53QpwAeenO","Don't Wanna Know","https://p.scdn.co/mp3-preview/cdb2ce022387a7a2755b3c93b6468b7e7624f749","https://i.scdn.co/image/67c4150ffb16cba6dfdf45d23382c5c2e5c91156"
"2","2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","hip hop, pop rap, rap, trap music, west coast rap","initial",22,"Kendrick Lamar (born Kendrick Lamar Duckworth June 17, 1987) is a rapper from Compton, California. He is also a member of the hip-hop supergroup Black Hippy collective along with members Jay Rock, Ab-Soul and Schoolboy Q. His music is largely influenced by the works of 2Pac, Jay-Z, Nas and DMX.

Debuting in 2003 with the Youngest Head Nigga In Charge mixtape, Kendrick (then known as K Dot) signed with TDE. He released the Kendrick Lamar EP in 2009, the critically acclaimed O(verly) D(edicated) mix tape in 2010, a 2011 digital album Section. <a href=""https://www.last.fm/music/Kendrick+Lamar"">Read more on Last.fm</a>","2MYl0er3UZ1RlKwRb5LODh","A.D.H.D","https://p.scdn.co/mp3-preview/a43c464f49bf8f074d95b2457e467c55728b48d1","https://i.scdn.co/image/876101e8b1a981d5d6f9257f0f6ddd15087bdfd5"
"3","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","canadian pop, pop, rap","initial",21,"The Weeknd, the stage name for Abel Tesfaye, is a Canadian singer-songwriter and producer.
The Scarborough, Toronto-born singer, songwriter, and producer doesn't say much outside of his lyrics or personal messages through his social networking sites. Ever since appearing on the scene in late 2010, he's been shrouded in mystery, cultivating a mystique that baffles our gossip-obsessed pop culture. With that said, the 25-year-old alternative R&B phenomenon is an enigma in more ways than one. <a href=""https://www.last.fm/music/The+Weeknd"">Read more on Last.fm</a>","2IY7eOUDjw2ArKYxKa2jXc","Starboy","https://p.scdn.co/mp3-preview/8bc809d4e17a94526ff189e89dde0decc774a639","https://i.scdn.co/image/22e74f760f42dc5a8f91b8dbbbd38a0c6eaacbf4"
"4","4tZwfgrHOc3mvqYlEYSvVi","Daft Punk","electro, electro house, electronic, filter house, house","initial",21,"Daft Punk  is a multi Grammy Award-winning electronic music duo formed in 1994 in Paris, France, and consisting of French musicians Thomas Bangalter (born 3 January 1975) and Guy-Manuel de Homem-Christo (born 8 February 1974). The band is considered one of the most successful electronic music collaborations of all time, both in album sales and in critical acclaim. 

Daft Punk reached significant popularity in the late 90s house movement in France, along with other artists such as Air, Cassius, and Dimitri From Paris. <a href=""https://www.last.fm/music/Daft+Punk"">Read more on Last.fm</a>","2Foc5Q5nqNiosCNqttzHof","Get Lucky - Radio Edit","https://p.scdn.co/mp3-preview/92d40a2ae211cceb264e9ee1e67fe05f4d788200","https://i.scdn.co/image/5471b7df087e073aab177074e371f8dbc692817c"
"5","69GGBxA162lTqCwzJG5jLp","The Chainsmokers","","initial",22,"The Chainsmokers are a disc jockey/producer duo consisting of Andrew Taggart (born in 1990) and Alex Pall (born in 1985) from New York City, United States. 

Andrew Taggart was born in Portland, ME. He was a member of the Love Team. Alex Pall was born in 1985 in New York City. Pall studied art at New York University, while Taggart studied at Syracuse University. In 2012, they came together as a DJ duo. The Chainsmokers formed as electronic dance music producer DJs in 2012 under the management company 4AM in New York City. <a href=""https://www.last.fm/music/The+Chainsmokers"">Read more on Last.fm</a>","7BKLCZ1jbUBVqRi2FVlTVw","Closer","https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb","https://i.scdn.co/image/502cec4e54e6f6de6e26aa2792f67d23ea12af7e"
"6","4N874uPqBka1QiCvnCVOtr","Phoebe Ryan","indie poptimism","initial",22,"Phoebe Ryan (born 1991 in Texas) is an American singer, songwriter & actress. She grew up in Northern New Jersey basically studying engineering, production and business, but for her dreams to be a musician she moved out to L.A. and studied at Clive Davis Institute of Recorded Music at NYU. Ryan explains, ""I was really hesitant about going out and doing the artist thing. It would come in cycles -- I'd be like, I want to be an artist! No, I just want to be a songwriter! Once I got to my senior year, I was like, I should just do both. <a href=""https://www.last.fm/music/Phoebe+Ryan"">Read more on Last.fm</a>","5pLjOLnVVOVK6uvHmhBz8f","We Won't","https://p.scdn.co/mp3-preview/a979493c4fc659055117a0fe95ea2271f064d258","https://i.scdn.co/image/7fa0bf028e3688b0c2f15b2a6983ca2102a9dd26"
"7","5WUlDfRSoLAfcVSX1WnrxN","Sia","australian dance, dance pop, pop","initial",21,"Sia Kate Isobelle Furler (born 18 December 1975) or simply Sia, is an Australian pop, downtempo, and jazz singer and songwriter. In 2000, her single, ""Taken for Granted"" was a top 10 hit in the United Kingdom. Her 2008 album, Some People Have Real Problems peaked in the top 30 on the Billboard 200. At the ARIA Music Awards of 2009, she won the award for 'Best Music DVD' and received six nominations at the ARIA Music Awards of 2010 and won 'Best Independent <a href=""https://www.last.fm/music/Sia"">Read more on Last.fm</a>","6bLopGnirdrilrpdVB6Um1","The Greatest","https://p.scdn.co/mp3-preview/a8d25fee23e127e48da34e2e6713dfb4d30160bd","https://i.scdn.co/image/95a2aa98384b31336b8d56f8b470c45b12dcd550"
"8","540vIaP2JwjQb9dm3aArA4","DJ Snake","electronic trap","initial",22,"William Grigahcine, better known by his stage name DJ Snake, is a French DJ, rapper and producer mixing hip hop and electronic music.

He is a Grammy-nominated producer and artist who debuted into the international scene with singles ""Bird Machine"" and ""Turn Down for What"" in 2013. ""Bird Machine"" is a collaboration with fellow French act Alesia. The single was picked up by Mad Decent, a Los Angeles-based record label run by Diplo, and released in February 2013. <a href=""https://www.last.fm/music/DJ+Snake"">Read more on Last.fm</a>","0lYBSQXN6rCTvUZvg9S0lU","Let Me Love You","https://p.scdn.co/mp3-preview/86f2c7ebe49bf7da094b7f1e418dd3b12e2051c1","https://i.scdn.co/image/1f8d9ae92960ea2de83c10ba050a02883261ba8a"
"9","1uNFoZAHBGtllmzznpCI3s","Justin Bieber","canadian pop, dance pop, pop, pop christmas, post-teen pop","initial",29,"Justin Drew Bieber (born March 1, 1994) Is a Canadian pop/R&B singer. He began his professional career on YouTube, where he was discovered by his future manager, Scooter Braun. Braun flew Bieber to Atlanta, Georgia, to consult with Usher and soon signed a record deal with Island.
The first part of his two-part debut album My World was released on November 17, 2009. Four successful pre-album singles have been released: “One Time”, “One Less Lonely Girl” <a href=""https://www.last.fm/music/Justin+Bieber"">Read more on Last.fm</a>","09CtPGIpYB4BrO8qb1RGsF","Sorry","https://p.scdn.co/mp3-preview/9a744ca0248dda247a682b6703b62c36a9127bbb","https://i.scdn.co/image/ce41eb4beaad8d07fd55a68aba16b27e341a2e4f"
"10","7CajNmpbOovFoOoasH2HaY","Calvin Harris","edm, electro house, house, pop","initial",25,"Calvin Harris (born Adam Richard Wiles; January 17,  1984 in Dumfries, Scotland), is a Scottish singer, songwriter and record producer. He was born and grew up in Dumfries, Scotland. His interest in electronic music surfaced in his early teenage years, producing his first bedroom demo by the age of 15. 

His first album I Created Disco was released on 18 June 2007. The album contained up-tempo electroclash songs that were influenced by music from the 1980s. <a href=""https://www.last.fm/music/Calvin+Harris"">Read more on Last.fm</a>","1vvNmPOiUuyCbgWmtc6yfm","My Way","https://p.scdn.co/mp3-preview/33060c2bf30b7b5f6db0d539cdac800e93b0c49d","https://i.scdn.co/image/fc950570a262efdc1f15a2147284d99cd7e36345"
